ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-01,108.29460064999999,51.06042896814872,112.47794119356033,108.29460064999999,108.29460064999999,-25.926685689697102,-25.926685689697102,-25.926685689697102,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1096278852713521,1.1096278852713521,1.1096278852713521,-12.866667622968453,-12.866667622968453,-12.866667622968453,0.0,0.0,0.0,82.3679149603029
2024-01-02,108.29824067753064,53.0571905246862,112.21923766461914,108.29824067753064,108.29824067753064,-25.917233716849953,-25.917233716849953,-25.917233716849953,-14.169645952000002,-14.169645952000002,-14.169645952000002,0.39504875245179766,0.39504875245179766,0.39504875245179766,-12.142636517301748,-12.142636517301748,-12.142636517301748,0.0,0.0,0.0,82.3810069606807
2024-01-03,108.30188070506128,52.93337011690284,112.61152480138749,108.30188070506128,108.30188070506128,-25.99642516438407,-25.99642516438407,-25.99642516438407,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.577181636352777,-0.577181636352777,-0.577181636352777,-11.249597576031293,-11.249597576031293,-11.249597576031293,0.0,0.0,0.0,82.3054555406772
2024-01-04,108.30552073259194,52.25033131502715,115.0759609316449,108.30552073259194,108.30552073259194,-24.90172873336716,-24.90172873336716,-24.90172873336716,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.5324024260779463,-0.5324024260779463,-0.5324024260779463,-10.199680355289214,-10.199680355289214,-10.199680355289214,0.0,0.0,0.0,83.40379199922478
2024-01-05,108.3091607601226,54.7574263150408,118.53965714406179,108.3091607601226,108.3091607601226,-20.049589295082672,-20.049589295082672,-20.049589295082672,-14.169645952000002,-14.169645952000002,-14.169645952000002,3.128305546058053,3.128305546058053,3.128305546058053,-9.008248889140722,-9.008248889140722,-9.008248889140722,0.0,0.0,0.0,88.25957146503993
2024-01-06,108.31280078765323,49.892542980091626,112.46724985174126,108.31280078765323,108.31280078765323,-26.53737593056618,-26.53737593056618,-26.53737593056618,-14.169645952000002,-14.169645952000002,-14.169645952000002,-4.674116789076502,-4.674116789076502,-4.674116789076502,-7.693613189489677,-7.693613189489677,-7.693613189489677,0.0,0.0,0.0,81.77542485708705
2024-01-07,108.31644081518388,57.903048526332505,119.46270819482345,108.31644081518388,108.31644081518388,-19.295591388516417,-19.295591388516417,-19.295591388516417,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1507186677189885,1.1507186677189885,1.1507186677189885,-6.276664104235406,-6.276664104235406,-6.276664104235406,0.0,0.0,0.0,89.02084942666747
2024-01-08,108.32008084271455,57.62334074258122,124.63111748413719,108.32008084271455,108.32008084271455,-17.840457792088635,-17.840457792088635,-17.840457792088635,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1096278852725765,1.1096278852725765,1.1096278852725765,-4.780439725361211,-4.780439725361211,-4.780439725361211,0.0,0.0,0.0,90.47962305062592
2024-01-09,108.32372087024517,58.782016185077524,120.59067348167054,108.32372087024517,108.32372087024517,-17.00423072409196,-17.00423072409196,-17.00423072409196,-14.169645952000002,-14.169645952000002,-14.169645952000002,0.39504875244535437,0.39504875244535437,0.39504875244535437,-3.2296335245373156,-3.2296335245373156,-3.2296335245373156,0.0,0.0,0.0,91.31949014615321
2024-01-10,108.32736089777583,60.440499755342714,124.41007303347062,108.32736089777583,108.32736089777583,-16.396883713073183,-16.396883713073183,-16.396883713073183,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.5771816363324245,-0.5771816363324245,-0.5771816363324245,-1.650056124740759,-1.650056124740759,-1.650056124740759,0.0,0.0,0.0,91.93047718470265
2024-01-11,108.33100092530648,62.24169316214297,122.26850932950043,108.33100092530648,108.33100092530648,-14.77011241852776,-14.77011241852776,-14.77011241852776,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.532402426067138,-0.532402426067138,-0.532402426067138,-0.06806404046061838,-0.06806404046061838,-0.06806404046061838,0.0,0.0,0.0,93.56088850677872
2024-01-12,108.33464095283712,67.41378733174263,130.19027459582756,108.33464095283712,108.33464095283712,-9.551310196763355,-9.551310196763355,-9.551310196763355,-14.169645952000002,-14.169645952000002,-14.169645952000002,3.1283055460518643,3.1283055460518643,3.1283055460518643,1.4900302091847828,1.4900302091847828,1.4900302091847828,0.0,0.0,0.0,98.78333075607377
2024-01-13,108.33828098036777,56.20865376049977,123.75937633939544,108.33828098036777,108.33828098036777,-15.845211216582767,-15.845211216582767,-15.845211216582767,-14.169645952000002,-14.169645952000002,-14.169645952000002,-4.674116789070556,-4.674116789070556,-4.674116789070556,2.998551524487791,2.998551524487791,2.998551524487791,0.0,0.0,0.0,92.493069763785
2024-01-14,108.34192100789843,70.1737094460167,133.59646204642937,108.34192100789843,108.34192100789843,-8.585883462456453,-8.585883462456453,-8.585883462456453,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1507186677293146,1.1507186677293146,1.1507186677293146,4.433043821814235,4.433043821814235,4.433043821814235,0.0,0.0,0.0,99.75603754544198
2024-01-15,108.34556103542906,68.92700813965855,131.81679673775096,108.34556103542906,108.34556103542906,-7.289193479372009,-7.289193479372009,-7.289193479372009,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1096278852764099,1.1096278852764099,1.1096278852764099,5.770824587351583,5.770824587351583,5.770824587351583,0.0,0.0,0.0,101.05636755605705
2024-01-16,108.34920106295972,66.96941521185514,130.4703889636682,108.34920106295972,108.34920106295972,-6.783099454339394,-6.783099454339394,-6.783099454339394,-14.169645952000002,-14.169645952000002,-14.169645952000002,0.39504875243891086,0.39504875243891086,0.39504875243891086,6.9914977452216975,6.9914977452216975,6.9914977452216975,0.0,0.0,0.0,101.56610160862033
2024-01-17,108.35284109049036,72.37652889259473,131.7544946716648,108.35284109049036,108.35284109049036,-6.669416405393562,-6.669416405393562,-6.669416405393562,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.5771816363439177,-0.5771816363439177,-0.5771816363439177,8.077411182950359,8.077411182950359,8.077411182950359,0.0,0.0,0.0,101.6834246850968
2024-01-18,108.35648111802101,68.9279563027276,133.57382023556116,108.35648111802101,108.35648111802101,-5.688001725796416,-5.688001725796416,-5.688001725796416,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.532402426067994,-0.532402426067994,-0.532402426067994,9.01404665227158,9.01404665227158,9.01404665227158,0.0,0.0,0.0,102.6684793922246
2024-01-19,108.36012114555166,76.7914877610598,140.3915992678122,108.36012114555166,108.36012114555166,-1.2510089134646498,-1.2510089134646498,-1.2510089134646498,-14.169645952000002,-14.169645952000002,-14.169645952000002,3.128305546045676,3.128305546045676,3.128305546045676,9.790331492489676,9.790331492489676,9.790331492489676,0.0,0.0,0.0,107.10911223208701
2024-01-20,108.36376117750999,68.74344224551767,132.18190597437228,108.36376117750999,108.36376117750999,-8.444899078746525,-8.444899078746525,-8.444899078746525,-14.169645952000002,-14.169645952000002,-14.169645952000002,-4.674116789071185,-4.674116789071185,-4.674116789071185,10.398863662324661,10.398863662324661,10.398863662324661,0.0,0.0,0.0,99.91886209876346
2024-01-21,108.36740120946831,74.25834322863105,137.85505164093672,108.36740120946831,108.36740120946831,-2.182883424886171,-2.182883424886171,-2.182883424886171,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1507186677205041,1.1507186677205041,1.1507186677205041,10.836043859393328,10.836043859393328,10.836043859393328,0.0,0.0,0.0,106.18451778458214
2024-01-22,108.37104124142662,75.91669822976716,140.73011813636614,108.37104124142662,108.37104124142662,-1.9579070745535263,-1.9579070745535263,-1.9579070745535263,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.109627885280244,1.109627885280244,1.109627885280244,11.102110992166233,11.102110992166233,11.102110992166233,0.0,0.0,0.0,106.41313416687309
2024-01-23,108.37468127338495,72.9913529611835,137.9908789955139,108.37468127338495,108.37468127338495,-2.573517320806362,-2.573517320806362,-2.573517320806362,-14.169645952000002,-14.169645952000002,-14.169645952000002,0.3950487524494948,0.3950487524494948,0.3950487524494948,11.201079878744144,11.201079878744144,11.201079878744144,0.0,0.0,0.0,105.80116395257859
2024-01-24,108.37832130534328,72.19250365633725,135.78004456833318,108.37832130534328,108.37832130534328,-3.606244880577665,-3.606244880577665,-3.606244880577665,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.5771816363439201,-0.5771816363439201,-0.5771816363439201,11.140582707766256,11.140582707766256,11.140582707766256,0.0,0.0,0.0,104.77207642476561
2024-01-25,108.3819613373016,72.03461568226267,137.3039244900318,108.3819613373016,108.3819613373016,-3.7704299435763775,-3.7704299435763775,-3.7704299435763775,-14.169645952000002,-14.169645952000002,-14.169645952000002,-0.5324024260571859,-0.5324024260571859,-0.5324024260571859,10.93161843448081,10.93161843448081,10.93161843448081,0.0,0.0,0.0,104.61153139372523
2024-01-26,108.38560136925992,74.03045501522918,138.04344508927457,108.38560136925992,108.38560136925992,-0.4531235813989912,-0.4531235813989912,-0.4531235813989912,-14.169645952000002,-14.169645952000002,-14.169645952000002,3.128305546044583,3.128305546044583,3.128305546044583,10.588216824556428,10.588216824556428,10.588216824556428,0.0,0.0,0.0,107.93247778786092
2024-01-27,108.38924140121824,66.74206220319597,129.83413535131643,108.38924140121824,108.38924140121824,-8.7167365134304,-8.7167365134304,-8.7167365134304,-14.169645952000002,-14.169645952000002,-14.169645952000002,-4.674116789071814,-4.674116789071814,-4.674116789071814,10.127026227641414,10.127026227641414,10.127026227641414,0.0,0.0,0.0,99.67250488778784
2024-01-28,108.39288143317657,75.70025171899799,137.39431852132057,108.39288143317657,108.39288143317657,-3.4520909911375526,-3.4520909911375526,-3.4520909911375526,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1507186677308305,1.1507186677308305,1.1507186677308305,9.566836293131617,9.566836293131617,9.566836293131617,0.0,0.0,0.0,104.94079044203902
2024-01-29,108.39652146513488,72.95019354469834,137.36770749374116,108.39652146513488,108.39652146513488,-4.131969396120944,-4.131969396120944,-4.131969396120944,-14.169645952000002,-14.169645952000002,-14.169645952000002,1.1096278852814678,1.1096278852814678,1.1096278852814678,8.92804867059759,8.92804867059759,8.92804867059759,0.0,0.0,0.0,104.26455206901394
