ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-01,86.7567656,63.393924055105984,128.16068288659852,86.7567656,86.7567656,7.9427583790886995,7.9427583790886995,7.9427583790886995,8.781677599999998,8.781677599999998,8.781677599999998,2.0939838599818454,2.0939838599818454,2.0939838599818454,-2.932903080893144,-2.932903080893144,-2.932903080893144,0.0,0.0,0.0,94.6995239790887
2024-01-02,86.75795850046934,58.99371990370101,121.97437165617283,86.75795850046934,86.75795850046934,2.8838977520885116,2.8838977520885116,2.8838977520885116,8.781677599999998,8.781677599999998,8.781677599999998,-3.2887770638688787,-3.2887770638688787,-3.2887770638688787,-2.6090027840426098,-2.6090027840426098,-2.6090027840426098,0.0,0.0,0.0,89.64185625255786
2024-01-03,86.75915140093869,56.72255703065706,120.88590491745865,86.75915140093869,86.75915140093869,3.9210746271099843,3.9210746271099843,3.9210746271099843,8.781677599999998,8.781677599999998,8.781677599999998,-2.630609976772852,-2.630609976772852,-2.630609976772852,-2.2299929961171627,-2.2299929961171627,-2.2299929961171627,0.0,0.0,0.0,90.68022602804868
2024-01-04,86.76034430140804,59.415753732642756,124.0652425531458,86.76034430140804,86.76034430140804,5.198481820666751,5.198481820666751,5.198481820666751,8.781677599999998,8.781677599999998,8.781677599999998,-1.7755103320032575,-1.7755103320032575,-1.7755103320032575,-1.807685447329991,-1.807685447329991,-1.807685447329991,0.0,0.0,0.0,91.9588261220748
2024-01-05,86.76153720187739,63.05766426029463,124.65931962044539,86.76153720187739,86.76153720187739,7.323568586900081,7.323568586900081,7.323568586900081,8.781677599999998,8.781677599999998,8.781677599999998,-0.10271216703838101,-0.10271216703838101,-0.10271216703838101,-1.3553968460615364,-1.3553968460615364,-1.3553968460615364,0.0,0.0,0.0,94.08510578877747
2024-01-06,86.76273010234675,63.61877744389468,128.9717684805081,86.76273010234675,86.76273010234675,7.823059890245998,7.823059890245998,7.823059890245998,8.781677599999998,8.781677599999998,8.781677599999998,-0.07103963066150945,-0.07103963066150945,-0.07103963066150945,-0.8875780790924912,-0.8875780790924912,-0.8875780790924912,0.0,0.0,0.0,94.58578999259275
2024-01-07,86.7639230028161,69.03625129817821,133.33203636506366,86.7639230028161,86.7639230028161,14.1369375199084,14.1369375199084,14.1369375199084,8.781677599999998,8.781677599999998,8.781677599999998,5.774665310353689,5.774665310353689,5.774665310353689,-0.41940539044528713,-0.41940539044528713,-0.41940539044528713,0.0,0.0,0.0,100.9008605227245
2024-01-08,86.76511590328545,65.70387914299015,128.9882391500896,86.76511590328545,86.76511590328545,10.909316275381325,10.909316275381325,10.909316275381325,8.781677599999998,8.781677599999998,8.781677599999998,2.0939838600032186,2.0939838600032186,2.0939838600032186,0.03365481537810878,0.03365481537810878,0.03365481537810878,0.0,0.0,0.0,97.67443217866678
2024-01-09,86.76630880375481,60.29618950123117,125.01464503666833,86.76630880375481,86.76630880375481,5.949195578096907,5.949195578096907,5.949195578096907,8.781677599999998,8.781677599999998,8.781677599999998,-3.288777063873269,-3.288777063873269,-3.288777063873269,0.45629504197017745,0.45629504197017745,0.45629504197017745,0.0,0.0,0.0,92.71550438185172
2024-01-10,86.76750170422416,61.993559224503436,127.10306983695416,86.76750170422416,86.76750170422416,6.984884269237368,6.984884269237368,6.984884269237368,8.781677599999998,8.781677599999998,8.781677599999998,-2.6306099767623836,-2.6306099767623836,-2.6306099767623836,0.8338166459997535,0.8338166459997535,0.8338166459997535,0.0,0.0,0.0,93.75238597346153
2024-01-11,86.76869460469351,62.65349689874088,125.98150428511148,86.76869460469351,86.76869460469351,8.158734821762156,8.158734821762156,8.158734821762156,8.781677599999998,8.781677599999998,8.781677599999998,-1.7755103319991903,-1.7755103319991903,-1.7755103319991903,1.1525675537613487,1.1525675537613487,1.1525675537613487,0.0,0.0,0.0,94.92742942645566
