Date,Description,Amount,Category
2024-07-27,Bus Ticket,52.98,Transport
2025-05-04,Netflix,117.21,Subscription
2024-06-28,Netflix,109.55,Subscription
2025-04-17,Amazon,166.66,Shopping
2024-05-02,Starbucks,148.32,Dining
2025-05-31,eBay,165.14,Shopping
2024-04-03,Netflix,105.75,Subscription
2024-09-18,Spotify,184.91,Subscription
2024-05-06,Starbucks,34.6,Dining
2024-10-17,eBay,100.21,Shopping
2024-11-20,Bus Ticket,11.15,Transport
2024-09-09,Amazon,118.13,Shopping
2024-02-03,Uber,156.43,Transport
2024-07-18,Whole Foods,80.95,Groceries
2025-02-18,Pizza Hut,25.59,Dining
2024-01-11,Bus Ticket,31.46,Transport
2024-06-19,McDonald's,77.01,Dining
2024-03-22,Starbucks,167.86,Dining
2025-03-16,Amazon,12.62,Shopping
2024-03-19,Netflix,73.5,Subscription
2024-06-02,Uber,18.11,Transport
2024-05-21,eBay,85.68,Shopping
2024-10-01,Netflix,98.57,Subscription
2025-06-18,Uber,24.32,Transport
2025-07-23,Pizza Hut,60.63,Dining
2024-01-24,Spotify,69.69,Subscription
2024-03-07,Walmart,42.39,Groceries
2024-09-19,Local Store,96.48,Shopping
2025-02-14,Amazon,143.46,Shopping
2025-05-08,Local Store,138.57,Shopping
2024-11-28,Whole Foods,176.84,Groceries
2024-07-19,Spotify,188.95,Subscription
2024-11-23,Taxi,193.93,Transport
2025-05-20,Local Store,171.21,Shopping
2025-07-20,eBay,102.38,Shopping
2024-01-06,Starbucks,42.05,Dining
2025-05-12,Amazon,25.43,Shopping
2024-10-06,Starbucks,101.38,Dining
2025-01-13,McDonald's,130.33,Dining
2025-05-16,Amazon Prime,175.54,Subscription
2025-04-08,Bus Ticket,72.64,Transport
2024-12-06,eBay,144.94,Shopping
2025-02-20,Starbucks,90.84,Dining
2025-03-15,Local Store,56.73,Shopping
2024-08-23,Amazon,77.68,Shopping
2024-06-09,Pizza Hut,51.0,Dining
2025-07-13,Starbucks,196.17,Dining
2024-01-11,Local Store,153.04,Shopping
2025-04-15,Costco,102.42,Groceries
2024-05-30,Whole Foods,113.17,Groceries
2024-11-01,Local Store,178.27,Shopping
2024-08-05,Taxi,26.18,Transport
2025-06-27,eBay,11.97,Shopping
2024-06-07,Starbucks,45.62,Dining
2025-04-16,Starbucks,164.8,Dining
2025-02-16,Local Store,171.78,Shopping
2024-11-11,Whole Foods,61.89,Groceries
2024-02-04,Amazon,178.81,Shopping
2025-01-05,Starbucks,88.65,Dining
2024-01-23,Amazon,95.78,Shopping
2024-02-16,McDonald's,188.75,Dining
2024-01-04,Walmart,128.28,Groceries
2024-09-03,McDonald's,163.21,Dining
2024-02-18,Uber,54.73,Transport
2024-12-25,Bus Ticket,72.81,Transport
2024-06-13,Bus Ticket,111.44,Transport
2025-04-26,eBay,102.07,Shopping
2025-01-31,Bus Ticket,164.53,Transport
2025-02-15,Walmart,132.71,Groceries
2025-04-02,Local Store,138.11,Shopping
2024-04-21,Walmart,53.57,Groceries
2024-05-20,eBay,35.42,Shopping
2025-03-15,Netflix,188.71,Subscription
2024-10-27,Taxi,46.71,Transport
2024-02-28,Bus Ticket,123.56,Transport
2024-12-27,Starbucks,25.63,Dining
2024-07-15,Netflix,173.34,Subscription
2024-05-15,Amazon Prime,86.48,Subscription
2024-02-28,Whole Foods,157.92,Groceries
2024-05-02,Local Store,152.91,Shopping
2024-09-13,Local Store,186.15,Shopping
2025-06-07,McDonald's,52.34,Dining
2024-07-04,Whole Foods,141.99,Groceries
2025-06-25,Walmart,21.43,Groceries
2024-06-24,Starbucks,137.0,Dining
2024-09-11,Starbucks,86.12,Dining
2024-08-18,Local Store,141.49,Shopping
2024-09-13,Bus Ticket,115.98,Transport
2025-03-14,Uber,187.48,Transport
2025-07-12,Pizza Hut,69.34,Dining
2024-06-27,Uber,115.58,Transport
2024-06-22,Costco,116.35,Groceries
2024-03-07,Bus Ticket,108.12,Transport
2025-02-20,Pizza Hut,47.17,Dining
2024-07-21,Starbucks,187.4,Dining
2024-08-03,Local Store,155.04,Shopping
2025-04-23,Costco,158.98,Groceries
2024-08-14,Spotify,100.44,Subscription
2025-01-25,Amazon Prime,199.55,Subscription
2024-04-24,Costco,110.94,Groceries
2024-07-17,Netflix,24.64,Subscription
2024-09-02,Amazon Prime,119.75,Subscription
2024-08-12,Walmart,86.09,Groceries
2024-03-19,Netflix,100.38,Subscription
2024-08-21,Walmart,45.6,Groceries
2025-04-07,Amazon Prime,163.93,Subscription
2024-02-24,Amazon,116.48,Shopping
2025-02-21,Walmart,49.37,Groceries
2025-02-06,Starbucks,186.4,Dining
2024-08-17,McDonald's,76.87,Dining
2024-07-16,Whole Foods,49.81,Groceries
2024-01-26,Taxi,44.76,Transport
2024-01-03,eBay,10.7,Shopping
2024-07-16,Walmart,172.2,Groceries
2024-04-15,Taxi,80.22,Transport
2025-02-27,Walmart,111.72,Groceries
2024-04-30,Amazon,153.49,Shopping
2025-05-19,Local Store,198.9,Shopping
2024-11-07,Pizza Hut,31.25,Dining
2025-01-12,Bus Ticket,190.92,Transport
2024-10-03,Starbucks,79.99,Dining
2025-04-12,Starbucks,150.75,Dining
2025-04-09,Costco,72.78,Groceries
2024-06-08,Uber,128.86,Transport
2024-04-13,Bus Ticket,89.31,Transport
2025-01-19,Amazon,96.39,Shopping
2024-05-16,Walmart,115.38,Groceries
2024-10-06,Uber,191.62,Transport
2024-09-05,Uber,152.77,Transport
2024-10-05,Bus Ticket,160.55,Transport
2025-07-12,Spotify,91.4,Subscription
2025-07-11,Amazon,194.57,Shopping
2025-03-05,Pizza Hut,38.11,Dining
2024-04-22,Pizza Hut,73.55,Dining
2024-11-02,Walmart,73.79,Groceries
2024-01-20,Costco,189.53,Groceries
2025-03-21,Pizza Hut,74.66,Dining
2024-12-16,Pizza Hut,188.45,Dining
2024-02-19,eBay,183.65,Shopping
2025-03-02,Spotify,95.73,Subscription
2025-04-27,Costco,58.18,Groceries
2025-02-20,Bus Ticket,179.98,Transport
2024-02-10,Taxi,66.39,Transport
2024-03-17,Walmart,67.55,Groceries
2025-05-17,Whole Foods,73.5,Groceries
2024-04-26,Amazon,50.07,Shopping
2024-11-22,Costco,34.32,Groceries
2024-02-19,Amazon,13.33,Shopping
2025-03-13,Starbucks,174.48,Dining
2025-02-04,Amazon,32.31,Shopping
2025-03-24,Uber,24.35,Transport
2024-03-05,Local Store,173.29,Shopping
2025-07-08,eBay,165.32,Shopping
2025-01-17,Starbucks,81.68,Dining
2025-02-06,Local Store,40.74,Shopping
2025-05-15,McDonald's,128.54,Dining
2024-03-23,Amazon,48.89,Shopping
2024-06-25,Spotify,145.88,Subscription
2024-10-17,Whole Foods,110.02,Groceries
2025-03-15,eBay,60.22,Shopping
2024-03-20,Uber,67.37,Transport
2024-12-22,Bus Ticket,130.97,Transport
2025-05-19,Pizza Hut,193.56,Dining
2024-09-29,Spotify,127.2,Subscription
2024-12-08,Amazon,168.45,Shopping
2024-03-06,McDonald's,66.51,Dining
2024-06-19,Taxi,84.68,Transport
2024-10-08,Uber,47.06,Transport
2024-03-28,Bus Ticket,64.6,Transport
2024-03-09,Whole Foods,106.25,Groceries
2024-05-05,Bus Ticket,167.88,Transport
2024-02-04,Spotify,77.03,Subscription
2025-02-07,Amazon Prime,177.77,Subscription
2024-01-25,Amazon,49.75,Shopping
2025-03-21,Netflix,124.88,Subscription
2024-02-16,Taxi,31.19,Transport
2024-08-16,Local Store,194.28,Shopping
2024-01-19,Starbucks,188.13,Dining
2025-03-13,Taxi,38.23,Transport
2024-01-17,Taxi,109.27,Transport
2024-06-09,Pizza Hut,185.66,Dining
2024-04-12,Pizza Hut,92.37,Dining
2024-12-07,Spotify,175.25,Subscription
2025-03-20,Spotify,110.42,Subscription
2025-07-06,Taxi,23.84,Transport
2024-06-19,Spotify,106.8,Subscription
2024-08-03,Walmart,115.44,Groceries
2025-07-02,Local Store,120.69,Shopping
2024-07-18,Local Store,199.21,Shopping
2024-08-01,Uber,95.23,Transport
2025-03-07,Local Store,190.13,Shopping
2025-04-05,Pizza Hut,150.95,Dining
2024-03-19,McDonald's,87.46,Dining
2024-12-05,Uber,103.72,Transport
2024-05-03,Starbucks,194.89,Dining
2025-01-09,eBay,16.05,Shopping
2024-12-16,Netflix,181.75,Subscription
2024-06-22,Pizza Hut,182.63,Dining
2024-11-18,Costco,18.19,Groceries
2025-06-20,Spotify,181.56,Subscription
2025-05-25,Netflix,82.13,Subscription
2025-04-20,Taxi,128.69,Transport
2024-06-03,McDonald's,25.61,Dining
2024-01-22,Bus Ticket,199.11,Transport
2024-03-25,eBay,194.07,Shopping
2025-01-17,McDonald's,108.21,Dining
2024-08-16,eBay,185.69,Shopping
2024-03-04,eBay,36.45,Shopping
2025-02-13,McDonald's,10.21,Dining
2025-06-15,Costco,52.59,Groceries
2024-12-23,Walmart,65.49,Groceries
2024-09-03,Spotify,175.77,Subscription
2024-11-15,Taxi,56.35,Transport
2025-05-28,Whole Foods,79.06,Groceries
2024-03-29,Amazon,32.86,Shopping
2025-03-26,Amazon,160.67,Shopping
2025-01-08,Walmart,129.22,Groceries
2024-01-04,eBay,136.33,Shopping
2024-01-20,Local Store,79.48,Shopping
2025-02-25,Starbucks,143.44,Dining
2024-02-14,Whole Foods,182.8,Groceries
2024-07-20,Local Store,26.07,Shopping
2024-03-07,Uber,33.51,Transport
2025-04-07,Bus Ticket,66.14,Transport
2024-10-13,Pizza Hut,13.22,Dining
2024-05-16,Taxi,50.51,Transport
2024-02-01,Costco,164.55,Groceries
2025-02-20,Pizza Hut,18.3,Dining
2024-02-08,Netflix,158.66,Subscription
2025-05-31,Spotify,28.78,Subscription
2025-02-03,Starbucks,17.91,Dining
2025-01-26,Walmart,187.49,Groceries
2024-10-24,Costco,163.75,Groceries
2024-01-07,Starbucks,104.35,Dining
2024-12-14,Pizza Hut,156.36,Dining
2024-05-23,Starbucks,96.81,Dining
2025-02-22,McDonald's,134.14,Dining
2024-06-13,Bus Ticket,194.8,Transport
2024-10-06,Amazon Prime,186.95,Subscription
2025-02-18,Pizza Hut,38.23,Dining
2024-10-17,Whole Foods,131.68,Groceries
2024-01-20,Bus Ticket,176.42,Transport
2024-05-31,Amazon Prime,103.6,Subscription
2025-01-24,Bus Ticket,134.41,Transport
2024-11-02,Pizza Hut,13.18,Dining
2025-01-04,Amazon Prime,22.4,Subscription
2025-04-03,Amazon Prime,133.93,Subscription
2024-06-20,Costco,176.06,Groceries
2024-04-03,Amazon Prime,116.76,Subscription
2024-07-06,Netflix,80.0,Subscription
2024-04-15,Pizza Hut,181.76,Dining
2025-04-02,Bus Ticket,128.51,Transport
2024-02-21,Pizza Hut,148.6,Dining
2024-01-27,Local Store,25.66,Shopping
2025-07-13,Pizza Hut,181.18,Dining
2024-04-12,McDonald's,49.19,Dining
2025-02-03,Taxi,28.57,Transport
2024-04-05,Starbucks,67.74,Dining
2025-03-07,Taxi,106.09,Transport
2024-01-24,Walmart,39.04,Groceries
2025-01-02,McDonald's,31.64,Dining
2024-02-21,eBay,131.79,Shopping
2025-06-07,Pizza Hut,96.36,Dining
2025-03-05,Pizza Hut,55.46,Dining
2024-04-18,Walmart,90.95,Groceries
2025-03-17,Amazon,173.46,Shopping
2024-03-11,Taxi,33.78,Transport
2024-03-09,Local Store,84.3,Shopping
2024-04-20,McDonald's,21.57,Dining
2024-03-30,Amazon,106.69,Shopping
2024-09-19,Taxi,184.91,Transport
2025-01-30,Whole Foods,132.92,Groceries
2024-05-29,Costco,178.99,Groceries
2024-09-25,Bus Ticket,46.91,Transport
2025-04-06,eBay,186.19,Shopping
2024-09-12,Amazon,138.57,Shopping
2024-12-13,Costco,165.11,Groceries
2024-10-30,Pizza Hut,179.34,Dining
2025-02-15,Amazon Prime,68.4,Subscription
2025-05-10,Walmart,188.12,Groceries
2024-09-26,Pizza Hut,148.96,Dining
2025-07-24,Amazon,92.05,Shopping
2024-04-08,Starbucks,12.32,Dining
2025-07-15,McDonald's,131.09,Dining
2024-08-12,Spotify,191.96,Subscription
2024-02-19,Uber,175.36,Transport
2024-04-23,Starbucks,88.83,Dining
2025-05-13,Amazon Prime,14.63,Subscription
2024-06-20,Starbucks,63.61,Dining
2024-08-27,Local Store,152.13,Shopping
2024-04-13,eBay,23.57,Shopping
2025-02-02,Bus Ticket,11.52,Transport
2025-05-24,Costco,190.12,Groceries
2024-07-29,Uber,165.39,Transport
2025-04-24,Amazon Prime,150.72,Subscription
2024-12-10,Pizza Hut,91.93,Dining
2024-05-24,Whole Foods,180.63,Groceries
2025-04-05,Costco,103.52,Groceries
2024-11-11,Walmart,174.67,Groceries
2024-08-19,Spotify,60.03,Subscription
2024-10-22,McDonald's,138.31,Dining
2024-06-19,Uber,123.71,Transport
2024-08-28,Whole Foods,92.13,Groceries
2024-01-12,Amazon,61.74,Shopping
2024-08-24,Taxi,68.43,Transport
2024-01-17,Starbucks,17.86,Dining
2024-12-13,Costco,109.15,Groceries
2024-10-16,Costco,81.19,Groceries
2024-01-06,eBay,94.88,Shopping
2024-09-13,Netflix,166.96,Subscription
2025-04-01,McDonald's,161.83,Dining
2025-01-17,eBay,96.56,Shopping
2024-04-09,Amazon Prime,154.77,Subscription
2024-04-24,Spotify,22.08,Subscription
2024-10-30,Local Store,160.88,Shopping
2025-01-29,Spotify,28.12,Subscription
2024-09-17,Spotify,34.26,Subscription
2024-01-04,Netflix,177.0,Subscription
2024-12-12,Starbucks,117.7,Dining
2024-08-19,Spotify,132.12,Subscription
2024-11-28,Local Store,78.4,Shopping
2024-03-27,Starbucks,172.69,Dining
2024-08-22,Spotify,156.73,Subscription
2024-10-31,Amazon,133.7,Shopping
2024-07-31,Walmart,153.24,Groceries
2024-05-10,Spotify,114.92,Subscription
2024-01-31,Walmart,78.67,Groceries
2024-11-17,Walmart,50.65,Groceries
2024-06-28,Starbucks,67.81,Dining
2024-07-19,Costco,171.97,Groceries
2024-08-23,eBay,165.21,Shopping
2025-01-02,Netflix,109.04,Subscription
2024-01-17,Spotify,108.24,Subscription
2025-02-20,Whole Foods,133.14,Groceries
2025-04-03,Spotify,43.85,Subscription
2024-09-02,Pizza Hut,53.78,Dining
2024-01-25,Walmart,154.18,Groceries
2025-02-11,Taxi,174.23,Transport
2024-05-30,Amazon,113.72,Shopping
2024-09-04,McDonald's,97.95,Dining
2025-07-16,Netflix,75.01,Subscription
2024-12-04,Spotify,63.1,Subscription
2024-10-18,Taxi,167.73,Transport
2024-11-19,Starbucks,46.61,Dining
2025-01-02,Whole Foods,66.4,Groceries
2024-05-22,Uber,148.87,Transport
2024-09-09,Local Store,138.57,Shopping
2024-01-03,Netflix,145.51,Subscription
2024-03-13,Amazon,197.21,Shopping
2024-02-20,Local Store,100.72,Shopping
2025-06-01,Netflix,12.13,Subscription
2024-10-18,Netflix,186.47,Subscription
2025-04-29,Walmart,92.63,Groceries
2024-10-11,Local Store,129.33,Shopping
2024-05-20,Taxi,19.42,Transport
2025-06-28,Whole Foods,54.75,Groceries
2024-07-19,eBay,71.62,Shopping
2024-07-24,Amazon Prime,16.24,Subscription
2024-12-12,eBay,46.43,Shopping
2024-11-21,Pizza Hut,71.85,Dining
2024-07-22,Amazon,183.97,Shopping
2024-08-16,Netflix,57.42,Subscription
2024-10-12,Amazon Prime,88.92,Subscription
2024-12-16,Amazon,101.48,Shopping
2025-04-22,Whole Foods,73.61,Groceries
2025-06-02,Whole Foods,133.59,Groceries
2024-09-01,Pizza Hut,127.39,Dining
2024-05-31,eBay,190.15,Shopping
2024-01-08,Costco,28.71,Groceries
2024-01-23,McDonald's,42.13,Dining
2024-06-22,McDonald's,40.17,Dining
2024-06-23,McDonald's,123.47,Dining
2024-11-09,Spotify,118.82,Subscription
2025-04-21,Bus Ticket,117.22,Transport
2024-08-21,Whole Foods,165.32,Groceries
2024-01-30,McDonald's,41.67,Dining
2024-10-11,Whole Foods,19.48,Groceries
2024-01-27,McDonald's,156.78,Dining
2025-04-27,Taxi,172.01,Transport
2024-05-01,Uber,181.26,Transport
2024-01-26,eBay,40.07,Shopping
2024-12-11,Local Store,178.41,Shopping
2025-02-15,eBay,143.78,Shopping
2025-06-09,Starbucks,185.12,Dining
2024-07-28,Spotify,40.21,Subscription
2025-03-18,eBay,193.56,Shopping
2024-03-13,Taxi,183.94,Transport
2025-02-13,Walmart,72.37,Groceries
2024-02-15,Local Store,37.16,Shopping
2024-09-19,Walmart,49.36,Groceries
2024-02-26,Costco,195.38,Groceries
2024-04-01,Netflix,76.0,Subscription
2024-11-28,Pizza Hut,150.4,Dining
2024-08-08,Costco,25.68,Groceries
2025-01-08,Netflix,94.49,Subscription
2024-06-08,Pizza Hut,111.04,Dining
2025-05-18,Costco,96.28,Groceries
2025-02-26,Uber,76.37,Transport
2024-01-05,Taxi,90.8,Transport
2024-06-03,eBay,103.56,Shopping
2025-03-24,Starbucks,147.27,Dining
2025-02-02,Starbucks,106.4,Dining
2025-03-23,Amazon Prime,182.06,Subscription
2025-07-11,Pizza Hut,25.14,Dining
2025-03-11,Costco,69.03,Groceries
2025-05-23,Walmart,156.11,Groceries
2025-03-19,Amazon,46.39,Shopping
2024-09-10,Local Store,165.81,Shopping
2024-03-28,Whole Foods,70.71,Groceries
2025-03-18,Whole Foods,160.41,Groceries
2025-06-08,Spotify,79.6,Subscription
2025-04-24,Bus Ticket,184.04,Transport
2025-03-30,Local Store,55.82,Shopping
2024-02-11,Taxi,17.85,Transport
2025-04-27,Amazon,91.17,Shopping
2024-01-01,Costco,73.84,Groceries
2024-02-23,Spotify,142.63,Subscription
2024-04-16,McDonald's,129.13,Dining
2024-05-03,Whole Foods,190.1,Groceries
2024-01-18,Spotify,25.23,Subscription
2025-02-20,eBay,148.81,Shopping
2024-06-02,Bus Ticket,60.99,Transport
2025-05-31,Local Store,61.33,Shopping
2024-11-14,Starbucks,161.81,Dining
2024-03-23,Taxi,146.69,Transport
