Date,Description,Amount,Category
2025-01-29,Netflix,10.32,Subscription
2025-05-24,Spotify,67.17,Subscription
2025-03-07,Starbucks,21.58,Dining
2025-06-20,Starbucks,63.75,Dining
2025-02-09,Netflix,39.14,Subscription
2025-01-06,Netflix,70.63,Subscription
2025-03-24,Whole Foods,70.14,Groceries
2025-06-06,Bus Ticket,17.48,Transport
2025-06-04,Pizza Hut,12.26,Dining
2025-05-11,Costco,59.51,Groceries
2025-03-10,Spotify,47.59,Subscription
2025-04-11,Amazon,80.82,Shopping
2025-05-25,Local Store,87.22,Shopping
2025-02-07,Netflix,79.14,Subscription
2025-03-01,Uber,37.53,Transport
2025-02-02,Walmart,86.8,Groceries
2025-02-24,eBay,66.32,Shopping
2025-03-12,Amazon,15.63,Shopping
2025-03-02,Starbucks,92.82,Dining
2025-02-22,Walmart,27.04,Groceries
2025-02-15,Costco,64.75,Groceries
2025-03-21,Pizza Hut,37.21,Dining
2025-05-28,McDonald's,11.34,Dining
2025-05-12,Bus Ticket,89.13,Transport
2025-05-21,Spotify,59.06,Subscription
2025-03-30,Starbucks,45.5,Dining
2025-02-08,Taxi,98.25,Transport
2025-05-25,Amazon Prime,15.29,Subscription
2025-03-22,Amazon Prime,48.34,Subscription
2025-01-05,Local Store,15.25,Shopping
2025-01-13,Bus Ticket,59.44,Transport
2025-03-04,Starbucks,37.4,Dining
2025-01-28,Walmart,74.64,Groceries
2025-05-15,Pizza Hut,88.91,Dining
2025-01-16,Taxi,43.21,Transport
2025-03-10,Spotify,40.3,Subscription
2025-03-16,McDonald's,77.77,Dining
2025-06-30,Local Store,22.84,Shopping
2025-03-20,McDonald's,11.43,Dining
2025-03-02,Starbucks,93.52,Dining
2025-01-09,eBay,23.25,Shopping
2025-05-23,Pizza Hut,24.98,Dining
2025-03-24,Amazon,19.47,Shopping
2025-01-05,Starbucks,31.29,Dining
2025-01-28,Local Store,88.39,Shopping
2025-01-07,Whole Foods,72.89,Groceries
2025-03-09,Walmart,33.16,Groceries
2025-04-10,Costco,74.19,Groceries
2025-04-17,Costco,16.83,Groceries
2025-03-20,Spotify,91.78,Subscription
2025-06-17,Netflix,60.96,Subscription
2025-01-25,Bus Ticket,24.18,Transport
2025-03-23,Starbucks,51.35,Dining
2025-05-02,Amazon Prime,38.71,Subscription
2025-06-22,Amazon,83.8,Shopping
2025-04-03,Pizza Hut,45.98,Dining
2025-03-26,Uber,97.0,Transport
2025-06-25,Amazon,88.74,Shopping
2025-01-18,Uber,71.41,Transport
2025-01-10,Taxi,99.26,Transport
2025-01-28,Walmart,78.13,Groceries
2025-01-14,Spotify,15.8,Subscription
2025-05-13,Local Store,15.6,Shopping
2025-03-28,Pizza Hut,64.93,Dining
2025-04-01,Whole Foods,43.03,Groceries
2025-02-28,Bus Ticket,32.48,Transport
2025-03-09,Costco,93.09,Groceries
2025-02-19,Taxi,36.98,Transport
2025-03-23,Taxi,14.79,Transport
2025-04-21,Netflix,30.17,Subscription
2025-02-23,Pizza Hut,54.48,Dining
2025-02-23,McDonald's,44.31,Dining
2025-01-05,McDonald's,87.05,Dining
2025-03-04,Costco,98.61,Groceries
2025-06-30,Uber,89.46,Transport
2025-01-15,Costco,94.93,Groceries
2025-05-25,Spotify,56.27,Subscription
2025-01-12,Amazon Prime,97.28,Subscription
2025-05-05,Local Store,76.81,Shopping
2025-03-31,Costco,21.54,Groceries
2025-06-06,Local Store,94.24,Shopping
2025-01-22,Netflix,69.05,Subscription
2025-01-28,Bus Ticket,10.1,Transport
2025-02-02,Costco,65.87,Groceries
2025-04-29,Costco,24.98,Groceries
2025-02-01,Costco,63.9,Groceries
2025-02-26,Amazon,98.11,Shopping
2025-05-31,McDonald's,97.04,Dining
2025-01-31,McDonald's,71.06,Dining
2025-03-19,Local Store,35.51,Shopping
2025-06-10,Amazon Prime,85.23,Subscription
2025-02-11,Uber,61.82,Transport
2025-02-27,Whole Foods,38.28,Groceries
2025-03-29,Pizza Hut,76.59,Dining
2025-03-21,Amazon Prime,68.11,Subscription
2025-01-19,Spotify,85.73,Subscription
2025-06-15,Uber,92.37,Transport
2025-01-23,Spotify,25.88,Subscription
2025-04-04,Taxi,49.24,Transport
2025-04-15,Amazon,39.75,Shopping
2025-05-20,Taxi,48.33,Transport
2025-03-09,Spotify,36.16,Subscription
2025-06-26,Local Store,82.97,Shopping
2025-04-14,Amazon Prime,54.34,Subscription
2025-04-03,Starbucks,84.49,Dining
2025-05-03,Taxi,44.41,Transport
2025-04-22,Netflix,79.98,Subscription
2025-03-07,Costco,86.86,Groceries
2025-01-28,Pizza Hut,68.99,Dining
2025-06-03,Whole Foods,40.7,Groceries
2025-03-23,Costco,52.04,Groceries
2025-06-06,Bus Ticket,57.93,Transport
2025-01-19,Bus Ticket,65.89,Transport
2025-02-11,Starbucks,68.12,Dining
2025-06-10,Bus Ticket,77.31,Transport
2025-05-15,Amazon Prime,17.8,Subscription
2025-01-30,Amazon,35.61,Shopping
2025-03-23,Netflix,77.53,Subscription
2025-04-13,Netflix,48.99,Subscription
2025-01-30,eBay,97.62,Shopping
2025-01-29,Taxi,47.05,Transport
2025-06-17,Local Store,54.62,Shopping
2025-03-03,Netflix,14.69,Subscription
2025-04-29,Starbucks,45.66,Dining
2025-05-31,Amazon Prime,27.59,Subscription
2025-06-10,McDonald's,29.39,Dining
2025-05-01,Spotify,98.73,Subscription
2025-03-26,Walmart,11.89,Groceries
2025-06-28,Netflix,36.11,Subscription
2025-05-25,Local Store,33.19,Shopping
2025-01-10,Uber,77.41,Transport
2025-01-16,eBay,10.53,Shopping
2025-06-13,Amazon Prime,49.86,Subscription
2025-02-20,Local Store,45.24,Shopping
2025-05-21,Taxi,95.04,Transport
2025-03-10,McDonald's,44.07,Dining
2025-02-22,Taxi,35.58,Transport
2025-04-22,Whole Foods,60.87,Groceries
2025-01-13,eBay,45.06,Shopping
2025-04-04,Uber,92.13,Transport
2025-05-02,Spotify,62.11,Subscription
2025-02-16,Walmart,87.25,Groceries
2025-01-09,Amazon,79.69,Shopping
2025-03-30,Taxi,64.27,Transport
2025-06-25,Netflix,11.48,Subscription
2025-05-31,Local Store,34.53,Shopping
2025-05-01,Starbucks,87.0,Dining
2025-05-05,Whole Foods,26.23,Groceries
2025-05-24,Local Store,35.36,Shopping
2025-04-23,Bus Ticket,80.94,Transport
2025-03-10,Amazon,55.97,Shopping
2025-01-28,Spotify,92.27,Subscription
2025-04-22,Costco,18.28,Groceries
2025-06-20,Amazon Prime,32.5,Subscription
2025-03-05,Costco,74.23,Groceries
2025-03-25,Costco,71.55,Groceries
2025-05-01,Whole Foods,47.25,Groceries
2025-06-09,Taxi,30.81,Transport
2025-02-11,Taxi,71.37,Transport
2025-05-21,Uber,64.47,Transport
2025-06-27,Pizza Hut,56.21,Dining
2025-05-24,Spotify,91.55,Subscription
2025-01-14,McDonald's,46.56,Dining
2025-05-14,Local Store,29.69,Shopping
2025-06-22,Starbucks,62.38,Dining
2025-05-06,eBay,77.43,Shopping
2025-03-19,Amazon,31.66,Shopping
2025-04-02,Costco,13.23,Groceries
2025-02-03,Pizza Hut,97.52,Dining
2025-06-08,Whole Foods,70.07,Groceries
2025-01-04,McDonald's,77.45,Dining
2025-03-20,Taxi,76.2,Transport
2025-04-20,Spotify,47.86,Subscription
2025-05-27,Netflix,66.46,Subscription
2025-02-10,Netflix,63.9,Subscription
2025-06-26,Bus Ticket,20.26,Transport
2025-03-29,Local Store,19.9,Shopping
2025-02-15,Bus Ticket,36.44,Transport
2025-06-15,Bus Ticket,88.95,Transport
2025-04-05,Pizza Hut,69.41,Dining
2025-06-24,Costco,41.03,Groceries
2025-06-23,Whole Foods,76.97,Groceries
2025-04-28,Amazon Prime,20.89,Subscription
2025-04-15,eBay,20.76,Shopping
2025-01-08,McDonald's,38.26,Dining
2025-01-04,McDonald's,61.51,Dining
2025-06-17,Local Store,43.84,Shopping
2025-02-17,Local Store,45.32,Shopping
2025-05-25,eBay,57.41,Shopping
2025-02-02,McDonald's,91.2,Dining
2025-04-18,eBay,42.75,Shopping
2025-03-02,eBay,27.01,Shopping
2025-06-06,Taxi,31.77,Transport
2025-01-25,Costco,49.34,Groceries
2025-03-06,Whole Foods,81.87,Groceries
2025-06-02,Amazon,79.59,Shopping
2025-01-02,Walmart,79.17,Groceries
2025-04-07,Bus Ticket,99.64,Transport
2025-05-11,Amazon Prime,60.74,Subscription
2025-04-11,eBay,34.5,Shopping
2025-03-02,Pizza Hut,95.61,Dining
2025-05-12,McDonald's,12.34,Dining
2025-06-18,McDonald's,97.83,Dining
2025-05-31,Bus Ticket,82.1,Transport
2025-06-13,Local Store,92.85,Shopping
2025-02-13,Taxi,92.9,Transport
2025-04-06,eBay,29.02,Shopping
2025-06-22,Bus Ticket,28.26,Transport
2025-04-04,Taxi,64.61,Transport
2025-02-27,Starbucks,87.33,Dining
2025-04-30,Local Store,25.43,Shopping
2025-06-12,Amazon,19.82,Shopping
2025-01-08,Local Store,70.05,Shopping
2025-06-09,Pizza Hut,56.0,Dining
2025-03-18,Walmart,85.97,Groceries
2025-05-31,Bus Ticket,74.33,Transport
2025-03-27,Walmart,85.72,Groceries
2025-05-14,Netflix,56.58,Subscription
2025-06-28,Costco,39.7,Groceries
2025-03-28,Netflix,37.7,Subscription
