Date,Description,Amount,Category
2024-01-01,Spotify,1.37,Subscription
2024-01-01,Pizza Hut,2.52,Dining
2024-01-01,eBay,1.4,Shopping
2024-01-01,McDonald's,3.7,Dining
2024-01-01,Walmart,1.33,Groceries
2024-01-01,eBay,2.58,Shopping
2024-01-01,McDonald's,9.47,Dining
2024-01-01,McDonald's,8.14,Dining
2024-01-01,Local Store,3.6,Shopping
2024-01-01,Bus Ticket,7.06,Transport
2024-01-01,Taxi,1.39,Transport
2024-01-01,Taxi,1.21,Transport
2024-01-01,Taxi,9.19,Transport
2024-01-01,Pizza Hut,9.79,Dining
2024-01-01,Amazon,5.75,Shopping
2024-01-01,Whole Foods,6.63,Groceries
2024-01-01,McDonald's,6.28,Dining
2024-01-01,McDonald's,5.19,Dining
2024-01-01,Bus Ticket,1.35,Transport
2024-01-01,Uber,7.55,Transport
2024-01-01,Whole Foods,7.32,Groceries
2024-01-02,Costco,1.81,Groceries
2024-01-02,Spotify,5.05,Subscription
2024-01-02,Walmart,2.55,Groceries
2024-01-02,Amazon,5.79,Shopping
2024-01-02,Pizza Hut,2.63,Dining
2024-01-02,eBay,5.78,Shopping
2024-01-02,Starbucks,6.86,Dining
2024-01-02,Netflix,9.19,Subscription
2024-01-02,Amazon Prime,3.08,Subscription
2024-01-02,Uber,7.02,Transport
2024-01-02,Whole Foods,8.75,Groceries
2024-01-02,Starbucks,3.21,Dining
2024-01-02,Local Store,4.57,Shopping
2024-01-02,Starbucks,1.06,Dining
2024-01-02,Costco,4.72,Groceries
2024-01-02,eBay,9.54,Shopping
2024-01-02,Costco,7.3,Groceries
2024-01-03,Amazon,5.7,Shopping
2024-01-03,Starbucks,2.22,Dining
2024-01-03,Netflix,4.15,Subscription
2024-01-03,Bus Ticket,6.24,Transport
2024-01-03,Whole Foods,7.04,Groceries
2024-01-03,Local Store,4.41,Shopping
2024-01-03,Bus Ticket,5.26,Transport
2024-01-03,eBay,8.54,Shopping
2024-01-03,Bus Ticket,1.54,Transport
2024-01-03,Uber,9.69,Transport
2024-01-03,Uber,1.73,Transport
2024-01-03,Bus Ticket,2.97,Transport
2024-01-03,Netflix,1.27,Subscription
2024-01-03,Pizza Hut,6.82,Dining
2024-01-03,Taxi,5.94,Transport
2024-01-03,Amazon,7.96,Shopping
2024-01-03,Pizza Hut,7.76,Dining
2024-01-03,Taxi,8.05,Transport
2024-01-04,Costco,9.07,Groceries
2024-01-04,Taxi,3.98,Transport
2024-01-04,Pizza Hut,3.47,Dining
2024-01-04,Costco,4.35,Groceries
2024-01-04,Amazon Prime,1.53,Subscription
2024-01-04,Amazon,4.29,Shopping
2024-01-04,Amazon Prime,8.03,Subscription
2024-01-04,Netflix,9.52,Subscription
2024-01-04,Pizza Hut,4.68,Dining
2024-01-04,Uber,6.9,Transport
2024-01-04,Spotify,3.97,Subscription
2024-01-04,Costco,6.02,Groceries
2024-01-04,Netflix,2.31,Subscription
2024-01-04,Amazon,7.39,Shopping
2024-01-04,Costco,2.3,Groceries
2024-01-04,Whole Foods,9.01,Groceries
2024-01-04,Bus Ticket,8.86,Transport
2024-01-04,Costco,2.17,Groceries
2024-01-04,eBay,4.89,Shopping
2024-01-04,Amazon Prime,4.62,Subscription
2024-01-04,Starbucks,6.79,Dining
2024-01-04,Walmart,3.02,Groceries
2024-01-05,Starbucks,7.42,Dining
2024-01-05,Amazon,2.61,Shopping
2024-01-05,Walmart,4.92,Groceries
2024-01-05,Bus Ticket,3.77,Transport
2024-01-05,Costco,5.62,Groceries
2024-01-05,Amazon Prime,6.57,Subscription
2024-01-05,Amazon Prime,1.62,Subscription
2024-01-05,Uber,1.58,Transport
2024-01-05,Starbucks,4.3,Dining
2024-01-05,McDonald's,6.13,Dining
2024-01-05,eBay,7.54,Shopping
2024-01-05,Starbucks,6.86,Dining
2024-01-05,Starbucks,2.75,Dining
2024-01-05,Taxi,1.44,Transport
2024-01-05,Taxi,5.0,Transport
2024-01-05,Netflix,9.79,Subscription
2024-01-05,Pizza Hut,9.42,Dining
2024-01-05,eBay,5.44,Shopping
2024-01-05,Netflix,4.52,Subscription
2024-01-05,Walmart,2.59,Groceries
2024-01-05,Taxi,7.56,Transport
2024-01-05,Costco,9.19,Groceries
2024-01-06,Local Store,3.05,Shopping
2024-01-06,McDonald's,2.08,Dining
2024-01-06,Amazon,7.86,Shopping
2024-01-06,Spotify,3.43,Subscription
2024-01-06,Whole Foods,8.15,Groceries
2024-01-06,Walmart,9.21,Groceries
2024-01-06,Spotify,4.93,Subscription
2024-01-06,Pizza Hut,1.19,Dining
2024-01-06,Amazon,6.14,Shopping
2024-01-06,McDonald's,6.65,Dining
2024-01-06,Walmart,4.21,Groceries
2024-01-06,Taxi,2.82,Transport
2024-01-06,McDonald's,3.22,Dining
2024-01-06,Bus Ticket,3.94,Transport
2024-01-06,Uber,4.81,Transport
2024-01-07,eBay,9.67,Shopping
2024-01-07,Starbucks,8.95,Dining
2024-01-07,Costco,7.06,Groceries
2024-01-07,Local Store,9.51,Shopping
2024-01-07,Amazon Prime,2.78,Subscription
2024-01-07,Starbucks,1.41,Dining
2024-01-07,Costco,8.39,Groceries
2024-01-07,Spotify,1.91,Subscription
2024-01-07,Spotify,8.64,Subscription
2024-01-07,Uber,5.98,Transport
2024-01-07,Bus Ticket,6.09,Transport
2024-01-07,Whole Foods,3.79,Groceries
2024-01-07,Netflix,6.99,Subscription
2024-01-07,Walmart,1.86,Groceries
2024-01-07,Walmart,7.29,Groceries
2024-01-07,Netflix,5.16,Subscription
2024-01-08,Local Store,8.35,Shopping
2024-01-08,Pizza Hut,1.81,Dining
2024-01-08,Uber,4.05,Transport
2024-01-08,Spotify,5.7,Subscription
2024-01-08,Amazon,2.2,Shopping
2024-01-08,Spotify,7.71,Subscription
2024-01-08,Uber,7.43,Transport
2024-01-08,Walmart,8.68,Groceries
2024-01-08,Spotify,6.17,Subscription
2024-01-08,McDonald's,3.53,Dining
2024-01-08,Costco,1.27,Groceries
2024-01-08,Uber,9.17,Transport
2024-01-08,Uber,4.88,Transport
2024-01-08,Spotify,9.72,Subscription
2024-01-08,Pizza Hut,2.7,Dining
2024-01-08,McDonald's,8.22,Dining
2024-01-08,Amazon Prime,2.84,Subscription
2024-01-09,eBay,4.31,Shopping
2024-01-09,Spotify,8.97,Subscription
2024-01-09,eBay,3.25,Shopping
2024-01-09,eBay,2.77,Shopping
2024-01-09,eBay,6.53,Shopping
2024-01-09,Bus Ticket,1.43,Transport
2024-01-09,Amazon,5.41,Shopping
2024-01-09,Walmart,3.36,Groceries
2024-01-09,Costco,1.82,Groceries
2024-01-09,Starbucks,7.71,Dining
2024-01-09,Spotify,6.62,Subscription
2024-01-09,Uber,2.14,Transport
2024-01-09,Pizza Hut,1.38,Dining
2024-01-09,Netflix,9.24,Subscription
2024-01-09,Amazon Prime,9.06,Subscription
2024-01-10,Pizza Hut,3.84,Dining
2024-01-10,Bus Ticket,6.35,Transport
2024-01-10,Costco,1.33,Groceries
2024-01-10,Uber,4.59,Transport
2024-01-10,Amazon Prime,6.57,Subscription
2024-01-10,Costco,6.36,Groceries
2024-01-10,eBay,5.18,Shopping
2024-01-10,Local Store,5.83,Shopping
2024-01-10,Bus Ticket,6.97,Transport
2024-01-10,Bus Ticket,6.24,Transport
2024-01-10,Netflix,6.56,Subscription
2024-01-10,Whole Foods,1.65,Groceries
2024-01-10,Walmart,9.61,Groceries
2024-01-10,Local Store,2.56,Shopping
2024-01-10,Netflix,1.56,Subscription
2024-01-10,Local Store,4.28,Shopping
2024-01-10,Local Store,3.91,Shopping
2024-01-10,Local Store,4.59,Shopping
2024-01-11,Bus Ticket,1.68,Transport
2024-01-11,Amazon Prime,4.44,Subscription
2024-01-11,Uber,4.75,Transport
2024-01-11,Local Store,6.59,Shopping
2024-01-11,Taxi,2.74,Transport
2024-01-11,Costco,6.59,Groceries
2024-01-11,Amazon,6.76,Shopping
2024-01-11,Taxi,6.21,Transport
2024-01-11,Amazon Prime,5.29,Subscription
2024-01-11,Starbucks,3.39,Dining
2024-01-11,Bus Ticket,6.22,Transport
2024-01-11,eBay,6.75,Shopping
2024-01-11,Netflix,5.29,Subscription
