Date,Description,Amount,Category
2025-01-10,Starbucks,177.65,Dining
2025-05-08,Pizza Hut,20.96,Dining
2025-02-15,Amazon Prime,141.46,Subscription
2025-05-04,McDonald's,144.47,Dining
2025-05-26,Spotify,198.61,Subscription
2025-05-21,Bus Ticket,127.3,Transport
2025-05-22,Taxi,148.4,Transport
2025-04-22,Amazon Prime,47.87,Subscription
2025-01-27,Amazon Prime,196.24,Subscription
2025-06-22,Uber,176.14,Transport
2025-04-30,eBay,153.33,Shopping
2025-04-17,Bus Ticket,169.26,Transport
2025-04-23,Whole Foods,79.7,Groceries
2025-06-20,Local Store,119.32,Shopping
2025-01-06,Walmart,18.27,Groceries
2025-01-06,Amazon,132.75,Shopping
2025-01-30,Pizza Hut,175.98,Dining
2025-01-16,Uber,51.67,Transport
2025-01-14,Local Store,48.8,Shopping
2025-06-27,Taxi,100.32,Transport
2025-01-10,Bus Ticket,184.6,Transport
2025-04-09,Costco,89.71,Groceries
2025-04-17,Netflix,36.42,Subscription
2025-02-19,Uber,12.02,Transport
2025-01-14,Taxi,95.17,Transport
2025-06-26,Local Store,43.33,Shopping
2025-02-26,Pizza Hut,189.06,Dining
2025-01-11,Starbucks,174.57,Dining
2025-05-18,Starbucks,115.2,Dining
2025-05-11,Amazon,58.48,Shopping
2025-04-30,Whole Foods,192.75,Groceries
2025-06-18,Netflix,84.04,Subscription
2025-03-27,Bus Ticket,42.07,Transport
2025-01-31,Amazon Prime,55.28,Subscription
2025-04-03,Amazon Prime,51.84,Subscription
2025-01-10,McDonald's,182.84,Dining
2025-02-01,Uber,28.57,Transport
2025-06-07,Walmart,167.14,Groceries
2025-04-25,Walmart,174.3,Groceries
2025-01-20,McDonald's,184.38,Dining
2025-03-24,Netflix,20.26,Subscription
2025-05-18,Amazon Prime,40.75,Subscription
2025-05-06,Taxi,76.58,Transport
2025-01-17,Amazon Prime,61.67,Subscription
2025-02-09,Pizza Hut,136.27,Dining
2025-01-15,Amazon Prime,44.98,Subscription
2025-02-17,Netflix,34.37,Subscription
2025-05-16,Local Store,182.7,Shopping
2025-06-12,Spotify,125.66,Subscription
2025-03-19,Local Store,104.33,Shopping
2025-05-16,Whole Foods,11.66,Groceries
2025-01-25,Starbucks,52.43,Dining
2025-05-05,Bus Ticket,67.46,Transport
2025-01-06,Amazon,124.46,Shopping
2025-03-23,Starbucks,63.19,Dining
2025-05-29,Taxi,168.88,Transport
2025-04-15,Spotify,138.96,Subscription
2025-04-03,Amazon Prime,33.71,Subscription
2025-04-09,Uber,116.94,Transport
2025-01-28,Pizza Hut,75.75,Dining
2025-04-07,Pizza Hut,141.85,Dining
2025-04-14,Walmart,165.64,Groceries
2025-01-04,Netflix,96.62,Subscription
2025-05-03,Netflix,69.28,Subscription
2025-05-18,Pizza Hut,115.72,Dining
2025-05-16,Amazon,22.86,Shopping
2025-04-13,Netflix,108.93,Subscription
2025-06-08,Taxi,158.79,Transport
2025-05-17,Bus Ticket,36.69,Transport
2025-02-22,Taxi,171.57,Transport
2025-03-30,eBay,32.67,Shopping
2025-04-13,eBay,164.79,Shopping
2025-02-15,Netflix,152.2,Subscription
2025-06-19,Starbucks,19.95,Dining
2025-03-05,McDonald's,12.43,Dining
2025-05-05,Costco,165.72,Groceries
2025-06-23,Spotify,182.58,Subscription
2025-05-30,eBay,115.61,Shopping
2025-06-01,Amazon Prime,182.1,Subscription
2025-03-06,Amazon,145.05,Shopping
2025-03-27,Taxi,59.2,Transport
2025-01-11,Whole Foods,159.86,Groceries
2025-04-30,Costco,69.64,Groceries
2025-05-29,Whole Foods,21.37,Groceries
2025-03-08,Amazon,86.54,Shopping
2025-01-11,Amazon Prime,42.38,Subscription
2025-01-15,McDonald's,30.7,Dining
2025-01-18,Starbucks,195.53,Dining
2025-05-30,Bus Ticket,134.23,Transport
2025-03-08,Bus Ticket,159.73,Transport
2025-04-15,Local Store,167.43,Shopping
2025-03-01,Walmart,80.0,Groceries
2025-01-22,Netflix,40.83,Subscription
2025-06-16,Local Store,132.5,Shopping
2025-03-31,Pizza Hut,124.45,Dining
2025-05-24,Uber,99.6,Transport
2025-05-30,Starbucks,80.98,Dining
2025-04-17,Bus Ticket,129.76,Transport
2025-06-27,Uber,180.38,Transport
2025-06-05,McDonald's,77.33,Dining
