Date,Description,Amount,Category
2024-09-25,Local Store,97.16,Shopping
2024-06-28,Whole Foods,148.83,Groceries
2025-06-15,Uber,55.32,Transport
2024-01-25,Amazon Prime,115.0,Subscription
2025-02-22,Pizza Hut,128.4,Dining
2025-06-03,Local Store,128.31,Shopping
2025-02-10,Starbucks,130.31,Dining
2024-06-17,eBay,53.97,Shopping
2025-06-13,Spotify,45.22,Subscription
2024-05-04,Amazon,13.47,Shopping
2024-06-01,Amazon,13.07,Shopping
2024-01-03,McDonald's,113.14,Dining
2024-09-14,Uber,52.47,Transport
2025-04-28,Netflix,21.12,Subscription
2024-09-23,Amazon Prime,177.67,Subscription
2025-05-15,Whole Foods,93.45,Groceries
2025-07-19,Amazon,183.41,Shopping
2025-02-17,Netflix,126.6,Subscription
2025-03-12,Walmart,80.03,Groceries
2025-01-23,McDonald's,149.75,Dining
2025-03-17,Pizza Hut,71.35,Dining
2024-01-27,Walmart,125.23,Groceries
2024-08-24,Pizza Hut,146.05,Dining
2024-06-28,Bus Ticket,143.71,Transport
2025-04-23,Amazon Prime,78.56,Subscription
2025-05-25,Pizza Hut,59.47,Dining
2024-01-07,Spotify,164.6,Subscription
2025-03-14,Local Store,57.3,Shopping
2025-03-02,Netflix,96.38,Subscription
2025-07-12,Amazon Prime,142.61,Subscription
2024-09-17,Local Store,196.78,Shopping
2025-05-02,Uber,184.79,Transport
2024-11-23,Whole Foods,104.0,Groceries
2024-12-19,Whole Foods,187.96,Groceries
2024-10-24,Amazon,180.63,Shopping
2024-02-21,Bus Ticket,99.57,Transport
2024-09-16,Bus Ticket,179.45,Transport
2024-07-11,Whole Foods,44.89,Groceries
2025-06-20,Taxi,67.05,Transport
2024-12-15,Bus Ticket,101.92,Transport
2024-11-05,eBay,78.06,Shopping
2024-10-14,Whole Foods,87.36,Groceries
2024-11-24,Whole Foods,190.77,Groceries
2024-06-20,Netflix,159.16,Subscription
2024-03-25,Bus Ticket,94.57,Transport
2024-12-11,Amazon,28.4,Shopping
2025-03-20,Uber,128.2,Transport
2024-02-06,Taxi,196.93,Transport
2024-03-27,Starbucks,125.46,Dining
2024-09-03,Whole Foods,179.23,Groceries
2025-07-04,Amazon Prime,17.41,Subscription
2024-05-10,Costco,42.95,Groceries
2024-04-11,Walmart,58.0,Groceries
2024-02-29,Whole Foods,163.87,Groceries
2024-10-23,Starbucks,178.04,Dining
2024-12-15,Amazon Prime,167.36,Subscription
2024-01-22,Netflix,162.86,Subscription
2024-09-04,Amazon Prime,156.35,Subscription
2024-02-21,Amazon,68.9,Shopping
2025-01-06,Amazon Prime,136.41,Subscription
2024-01-17,McDonald's,111.8,Dining
2024-09-06,eBay,11.64,Shopping
2025-01-02,Netflix,77.95,Subscription
2025-02-22,Costco,135.7,Groceries
2024-03-07,Uber,153.85,Transport
2025-04-02,McDonald's,198.03,Dining
2024-07-13,Amazon,34.64,Shopping
2024-06-24,Local Store,129.66,Shopping
2025-02-16,Bus Ticket,23.74,Transport
2024-06-12,Costco,96.89,Groceries
2024-06-24,Local Store,162.91,Shopping
2024-03-14,Pizza Hut,181.29,Dining
2024-09-06,Amazon,160.75,Shopping
2025-02-14,Walmart,31.13,Groceries
2024-09-10,Whole Foods,121.67,Groceries
2025-03-03,McDonald's,166.67,Dining
2024-09-18,McDonald's,184.23,Dining
2025-07-05,Taxi,185.5,Transport
2024-08-06,Costco,78.46,Groceries
2025-02-13,Uber,63.07,Transport
2024-02-18,Pizza Hut,152.75,Dining
2024-07-07,McDonald's,195.12,Dining
2025-06-26,Local Store,159.57,Shopping
2024-05-06,Uber,139.9,Transport
2024-08-16,Uber,33.53,Transport
2024-07-12,Uber,74.35,Transport
2025-06-01,Starbucks,26.35,Dining
2024-03-05,Costco,142.68,Groceries
2025-05-27,McDonald's,77.81,Dining
2025-01-19,Local Store,121.68,Shopping
2025-07-20,Walmart,100.41,Groceries
2024-09-24,Costco,116.07,Groceries
2024-01-30,Walmart,47.49,Groceries
2024-09-16,Netflix,147.46,Subscription
2024-01-20,Local Store,46.21,Shopping
2024-07-18,Pizza Hut,187.48,Dining
2024-04-01,Pizza Hut,189.0,Dining
2024-07-29,Amazon,18.95,Shopping
2025-07-11,Walmart,106.72,Groceries
2024-11-05,Spotify,175.78,Subscription
2024-03-19,Walmart,38.18,Groceries
2024-05-01,Costco,142.06,Groceries
2024-12-25,Spotify,180.57,Subscription
2025-04-03,Whole Foods,174.9,Groceries
2024-10-08,Amazon,23.58,Shopping
2025-05-28,Costco,97.35,Groceries
2025-03-03,McDonald's,141.41,Dining
2024-09-03,Local Store,171.81,Shopping
2025-06-05,Uber,192.38,Transport
2025-04-18,Costco,14.41,Groceries
2024-01-29,Uber,136.56,Transport
2025-07-14,Whole Foods,48.98,Groceries
2024-01-21,Taxi,44.2,Transport
2024-03-03,eBay,53.1,Shopping
2025-07-22,Uber,27.44,Transport
2025-05-26,Pizza Hut,153.91,Dining
2024-10-12,Starbucks,58.83,Dining
2024-10-06,Spotify,54.47,Subscription
2025-02-26,Taxi,59.55,Transport
2024-12-20,Whole Foods,44.31,Groceries
2024-05-04,eBay,43.41,Shopping
2024-08-02,Amazon,60.35,Shopping
2025-06-10,Netflix,77.09,Subscription
2024-08-06,Costco,59.99,Groceries
2025-04-22,Netflix,71.02,Subscription
2024-11-06,Amazon Prime,66.25,Subscription
2024-04-16,Whole Foods,160.36,Groceries
2024-07-07,Netflix,76.24,Subscription
2024-10-08,Walmart,67.36,Groceries
2024-04-23,Uber,195.85,Transport
2024-02-17,Costco,131.02,Groceries
2024-08-11,Whole Foods,43.48,Groceries
2024-08-25,Amazon,14.24,Shopping
2024-05-27,Taxi,108.18,Transport
2024-03-21,Netflix,171.7,Subscription
2025-03-12,Whole Foods,22.82,Groceries
2024-07-17,Uber,172.77,Transport
2024-08-18,Uber,192.1,Transport
2025-06-10,Netflix,37.36,Subscription
2024-09-22,Taxi,111.82,Transport
2024-12-21,Spotify,37.01,Subscription
2024-03-25,Uber,90.96,Transport
2025-07-23,Costco,42.6,Groceries
2024-07-24,Uber,38.93,Transport
2025-02-11,Local Store,55.66,Shopping
2025-05-19,Pizza Hut,25.44,Dining
2024-07-25,Whole Foods,74.09,Groceries
2024-03-09,McDonald's,144.86,Dining
2025-04-07,eBay,35.13,Shopping
2024-02-07,Local Store,63.93,Shopping
2024-07-28,Taxi,56.63,Transport
2025-07-21,Netflix,74.87,Subscription
2025-01-27,eBay,63.81,Shopping
2024-02-08,Amazon Prime,34.61,Subscription
2025-07-16,Uber,32.23,Transport
2025-05-24,Costco,136.99,Groceries
2024-07-13,Walmart,162.79,Groceries
2024-02-16,Amazon Prime,112.32,Subscription
2025-01-02,Netflix,184.47,Subscription
2025-05-25,Taxi,27.31,Transport
2025-01-03,Pizza Hut,115.34,Dining
2024-01-17,Starbucks,152.91,Dining
2024-07-06,Netflix,46.57,Subscription
2025-02-12,eBay,111.42,Shopping
2024-09-09,Starbucks,68.79,Dining
2025-05-27,Bus Ticket,40.31,Transport
2024-11-01,Local Store,14.1,Shopping
2024-12-02,Amazon Prime,115.55,Subscription
2025-04-29,eBay,182.33,Shopping
2024-04-22,Walmart,102.03,Groceries
2024-01-13,Taxi,95.04,Transport
2024-07-28,Local Store,170.85,Shopping
2024-02-08,Starbucks,87.07,Dining
2025-05-02,Whole Foods,30.6,Groceries
2024-11-04,Whole Foods,165.32,Groceries
2024-10-06,Netflix,173.46,Subscription
2024-08-24,Costco,49.52,Groceries
2024-09-13,Walmart,196.49,Groceries
2025-05-17,Pizza Hut,74.53,Dining
2025-01-07,Netflix,125.94,Subscription
2025-03-23,Whole Foods,113.16,Groceries
2025-02-24,Costco,156.25,Groceries
2024-09-14,Costco,99.1,Groceries
2024-10-04,Amazon,159.64,Shopping
2024-05-13,eBay,161.99,Shopping
2024-09-25,Spotify,47.34,Subscription
2025-05-30,McDonald's,164.51,Dining
2025-04-19,Taxi,96.46,Transport
2025-06-11,eBay,192.43,Shopping
2025-01-14,Bus Ticket,11.01,Transport
2025-01-23,Pizza Hut,94.18,Dining
2024-04-21,Taxi,151.66,Transport
2024-02-03,Bus Ticket,59.81,Transport
2024-08-08,Whole Foods,69.54,Groceries
2024-04-18,Amazon,105.3,Shopping
2025-04-01,eBay,100.03,Shopping
2024-04-24,Spotify,59.66,Subscription
2024-01-14,Uber,62.66,Transport
2024-06-09,Starbucks,93.44,Dining
2024-06-23,Spotify,86.29,Subscription
2025-04-04,Netflix,15.14,Subscription
2024-04-10,Pizza Hut,17.38,Dining
2025-05-09,Walmart,159.87,Groceries
2024-05-11,Netflix,131.29,Subscription
2025-07-03,Amazon Prime,94.53,Subscription
2025-05-28,Local Store,154.18,Shopping
2025-01-25,Pizza Hut,143.16,Dining
2025-07-12,Amazon Prime,61.27,Subscription
2025-05-13,McDonald's,143.54,Dining
2025-01-19,Whole Foods,148.38,Groceries
2024-02-21,Amazon Prime,148.0,Subscription
2024-09-15,McDonald's,151.62,Dining
2024-03-04,Amazon,59.21,Shopping
2025-03-07,Uber,151.56,Transport
2024-12-30,Local Store,141.01,Shopping
2024-12-31,Uber,42.41,Transport
2025-03-11,Netflix,28.44,Subscription
2025-02-08,Walmart,186.99,Groceries
2025-01-13,Uber,143.32,Transport
2024-11-29,Bus Ticket,121.04,Transport
2024-10-05,Uber,132.03,Transport
2024-12-21,Pizza Hut,53.59,Dining
2024-06-14,Costco,93.15,Groceries
2024-09-28,Bus Ticket,152.44,Transport
2024-11-22,Local Store,64.86,Shopping
2025-03-29,Starbucks,24.66,Dining
2025-02-26,Netflix,96.03,Subscription
