Date,Description,Amount,Category
2025-01-31,Local Store,170.81,Shopping
2024-07-17,Whole Foods,99.91,Groceries
2025-02-23,Whole Foods,58.35,Groceries
2024-04-29,Spotify,135.99,Subscription
2024-09-04,McDonald's,52.15,Dining
2024-11-29,Costco,106.94,Groceries
2024-09-09,Pizza Hut,151.61,Dining
2025-03-27,Walmart,165.93,Groceries
2024-03-02,Netflix,97.46,Subscription
2024-05-15,Netflix,117.66,Subscription
2024-02-14,McDonald's,168.57,Dining
2025-07-03,McDonald's,106.71,Dining
2024-11-29,Amazon Prime,120.04,Subscription
2025-06-28,Spotify,107.54,Subscription
2024-03-29,Uber,164.82,Transport
2024-01-30,Spotify,66.99,Subscription
2025-06-24,McDonald's,18.91,Dining
2024-01-10,Netflix,81.21,Subscription
2024-08-17,Pizza Hut,36.83,Dining
2024-12-27,Netflix,70.15,Subscription
2024-09-23,Costco,129.94,Groceries
2024-09-29,Amazon Prime,164.86,Subscription
2024-05-21,eBay,146.18,Shopping
2024-03-01,Spotify,26.2,Subscription
2024-09-14,Bus Ticket,118.18,Transport
2025-06-05,Whole Foods,104.94,Groceries
2024-09-04,Spotify,41.52,Subscription
2024-03-12,eBay,14.27,Shopping
2024-12-03,Amazon,22.72,Shopping
2024-04-22,Costco,161.23,Groceries
2025-07-22,Taxi,77.6,Transport
2025-07-24,McDonald's,48.7,Dining
2025-03-25,Starbucks,120.11,Dining
2024-10-15,Costco,157.84,Groceries
2024-09-06,Costco,76.7,Groceries
2024-02-16,Starbucks,74.2,Dining
2025-01-13,Amazon Prime,80.46,Subscription
2025-01-20,Uber,60.61,Transport
2024-10-18,eBay,28.9,Shopping
2024-11-23,Costco,107.13,Groceries
2024-09-29,Local Store,142.35,Shopping
2024-09-01,Netflix,20.47,Subscription
2024-02-19,Bus Ticket,131.24,Transport
2024-10-29,Amazon Prime,134.24,Subscription
2025-07-14,Costco,122.35,Groceries
2024-03-12,Whole Foods,175.97,Groceries
2024-12-14,Spotify,31.41,Subscription
2025-06-09,Costco,64.07,Groceries
2025-04-29,Local Store,174.72,Shopping
2025-06-04,Starbucks,162.21,Dining
2025-05-11,Starbucks,186.78,Dining
2024-08-22,eBay,184.45,Shopping
2024-08-20,Starbucks,73.19,Dining
2024-03-17,Bus Ticket,14.13,Transport
2025-01-27,Starbucks,102.89,Dining
2024-02-21,Uber,112.11,Transport
2024-10-01,Amazon,183.53,Shopping
2025-01-21,Spotify,48.46,Subscription
2025-04-16,Pizza Hut,158.92,Dining
2024-12-15,eBay,164.01,Shopping
2024-02-20,Amazon Prime,166.39,Subscription
2024-05-10,eBay,13.51,Shopping
2025-01-28,Amazon Prime,184.99,Subscription
2024-05-27,McDonald's,26.39,Dining
2024-01-21,Bus Ticket,78.98,Transport
2024-12-10,Taxi,63.33,Transport
2025-07-13,Local Store,90.94,Shopping
2025-03-31,Amazon,138.42,Shopping
2024-05-24,Whole Foods,100.51,Groceries
2024-01-17,Spotify,186.9,Subscription
2025-02-20,Walmart,36.27,Groceries
2025-03-17,Spotify,55.02,Subscription
2025-01-17,Amazon Prime,61.23,Subscription
2024-07-21,Local Store,178.39,Shopping
2024-07-01,Pizza Hut,104.34,Dining
2024-05-01,Walmart,194.63,Groceries
2024-10-04,Taxi,95.0,Transport
2024-07-18,Whole Foods,96.99,Groceries
2024-02-07,Amazon,191.96,Shopping
2025-06-25,Netflix,58.18,Subscription
