Date,Description,Amount,Category
2025-01-09,Taxi,55.59,Transport
2025-01-29,Netflix,132.57,Subscription
2025-06-29,Local Store,187.01,Shopping
2025-02-18,Amazon Prime,86.54,Subscription
2025-06-16,Bus Ticket,41.95,Transport
2025-01-31,eBay,72.34,Shopping
2025-05-29,Netflix,21.78,Subscription
2025-03-17,eBay,74.03,Shopping
2025-02-22,Starbucks,90.94,Dining
2025-04-16,eBay,24.69,Shopping
2025-06-07,Netflix,199.33,Subscription
2025-01-25,Netflix,64.88,Subscription
2025-02-12,Local Store,40.01,Shopping
2025-02-16,eBay,160.01,Shopping
2025-03-24,Pizza Hut,166.08,Dining
2025-04-24,Taxi,133.51,Transport
2025-02-01,Starbucks,192.32,Dining
2025-04-06,Walmart,157.89,Groceries
2025-04-30,Amazon,161.49,Shopping
2025-06-06,Taxi,173.93,Transport
2025-03-22,Pizza Hut,96.67,Dining
2025-05-27,eBay,189.99,Shopping
2025-06-29,Starbucks,110.55,Dining
2025-05-30,Amazon,53.03,Shopping
2025-04-07,Costco,170.43,Groceries
2025-04-02,Costco,158.51,Groceries
2025-02-24,Taxi,89.8,Transport
2025-03-15,Walmart,165.91,Groceries
2025-03-06,Amazon Prime,164.59,Subscription
2025-01-26,Uber,125.53,Transport
2025-06-16,Whole Foods,77.27,Groceries
2025-05-01,Pizza Hut,157.68,Dining
2025-02-17,Amazon Prime,45.51,Subscription
2025-05-28,Starbucks,160.74,Dining
2025-04-29,McDonald's,143.71,Dining
2025-01-22,Netflix,123.38,Subscription
2025-06-04,Starbucks,103.48,Dining
2025-02-21,Costco,81.21,Groceries
2025-06-24,Starbucks,77.97,Dining
2025-05-23,Bus Ticket,61.57,Transport
2025-03-02,Pizza Hut,31.2,Dining
2025-05-20,Bus Ticket,27.13,Transport
2025-01-18,Netflix,104.82,Subscription
2025-03-05,Uber,179.97,Transport
2025-03-28,Amazon,117.56,Shopping
2025-02-02,Uber,154.64,Transport
2025-03-14,Spotify,117.58,Subscription
2025-02-14,Whole Foods,23.54,Groceries
2025-02-13,Amazon Prime,103.21,Subscription
2025-04-25,Bus Ticket,134.67,Transport
2025-02-27,Pizza Hut,189.78,Dining
2025-01-11,McDonald's,141.15,Dining
2025-04-30,eBay,127.72,Shopping
2025-06-06,Local Store,10.98,Shopping
2025-04-10,Bus Ticket,23.71,Transport
2025-04-24,Amazon,71.06,Shopping
2025-01-21,Bus Ticket,18.05,Transport
2025-03-28,Uber,174.31,Transport
2025-03-31,Whole Foods,20.99,Groceries
2025-01-21,eBay,63.59,Shopping
2025-02-05,Bus Ticket,33.02,Transport
2025-04-23,Bus Ticket,53.83,Transport
2025-02-17,Netflix,164.56,Subscription
2025-01-24,Whole Foods,189.24,Groceries
2025-03-23,Walmart,35.92,Groceries
2025-02-11,Bus Ticket,26.2,Transport
2025-01-17,Local Store,107.17,Shopping
2025-05-07,Pizza Hut,84.72,Dining
2025-02-04,Costco,183.07,Groceries
2025-06-07,Costco,142.97,Groceries
2025-06-30,Amazon Prime,48.66,Subscription
2025-05-13,Walmart,179.61,Groceries
2025-05-04,Walmart,132.09,Groceries
2025-04-12,Local Store,147.4,Shopping
2025-05-07,Bus Ticket,61.91,Transport
2025-06-29,Local Store,45.24,Shopping
2025-05-22,eBay,91.8,Shopping
2025-03-05,Whole Foods,52.24,Groceries
2025-04-16,Local Store,59.28,Shopping
2025-02-26,Netflix,136.47,Subscription
2025-06-26,Local Store,50.08,Shopping
2025-06-25,Starbucks,109.41,Dining
2025-06-28,Walmart,34.46,Groceries
2025-02-19,Spotify,68.91,Subscription
2025-06-16,Bus Ticket,37.6,Transport
2025-02-16,Amazon Prime,24.92,Subscription
2025-02-22,Walmart,145.76,Groceries
2025-04-04,Costco,36.53,Groceries
2025-02-17,Netflix,28.95,Subscription
2025-03-18,Pizza Hut,40.56,Dining
2025-06-23,eBay,117.03,Shopping
2025-03-05,Amazon,143.99,Shopping
2025-05-26,McDonald's,163.89,Dining
2025-05-09,Costco,42.67,Groceries
2025-05-02,Spotify,37.95,Subscription
2025-05-27,Netflix,155.8,Subscription
2025-04-27,Amazon,39.82,Shopping
2025-01-05,Costco,43.7,Groceries
2025-05-03,Taxi,107.58,Transport
2025-01-30,Whole Foods,182.85,Groceries
