Date,Description,Amount,Category
2025-06-14,Walmart,23.24,Groceries
2025-01-28,Netflix,195.56,Subscription
2025-05-13,Amazon,50.79,Shopping
2025-06-05,Bus Ticket,54.04,Transport
2025-06-17,Costco,83.42,Groceries
2025-04-06,Local Store,179.55,Shopping
2025-03-28,Uber,110.62,Transport
2025-03-07,Netflix,186.93,Subscription
2025-04-01,Taxi,84.61,Transport
2025-02-15,Spotify,193.48,Subscription
2025-05-05,Amazon Prime,196.59,Subscription
2025-04-17,Walmart,73.7,Groceries
2025-02-10,Uber,68.63,Transport
2025-03-14,Taxi,182.48,Transport
2025-05-07,Bus Ticket,39.73,Transport
2025-05-05,Costco,40.74,Groceries
2025-05-11,Walmart,103.1,Groceries
2025-02-24,Walmart,161.08,Groceries
2025-05-07,Local Store,88.46,Shopping
2025-02-21,Taxi,29.0,Transport
2025-05-13,Bus Ticket,53.02,Transport
2025-02-06,Local Store,75.53,Shopping
2025-01-14,Uber,194.05,Transport
2025-04-14,Pizza Hut,41.91,Dining
2025-05-25,Amazon Prime,195.46,Subscription
2025-03-30,Amazon,143.71,Shopping
2025-04-06,Netflix,60.98,Subscription
2025-03-06,Spotify,176.35,Subscription
2025-03-12,Bus Ticket,172.59,Transport
2025-01-27,Taxi,102.31,Transport
2025-02-28,Spotify,91.7,Subscription
2025-04-09,Amazon Prime,162.1,Subscription
2025-02-08,Walmart,137.23,Groceries
2025-02-06,Spotify,126.23,Subscription
2025-05-21,McDonald's,74.16,Dining
2025-06-11,Starbucks,67.03,Dining
2025-03-10,Costco,23.03,Groceries
2025-01-31,Uber,110.44,Transport
2025-01-20,Local Store,68.49,Shopping
2025-04-28,eBay,78.5,Shopping
2025-06-28,McDonald's,42.6,Dining
2025-01-09,Local Store,131.13,Shopping
2025-06-28,McDonald's,108.87,Dining
2025-03-17,Costco,77.35,Groceries
2025-04-01,Spotify,197.4,Subscription
2025-03-10,Walmart,176.18,Groceries
2025-01-21,Amazon,48.04,Shopping
2025-01-04,McDonald's,26.63,Dining
2025-02-03,Uber,173.63,Transport
2025-06-01,Taxi,10.06,Transport
2025-04-07,Costco,110.09,Groceries
2025-04-25,Bus Ticket,154.56,Transport
2025-03-19,McDonald's,74.53,Dining
2025-04-12,McDonald's,72.25,Dining
2025-02-07,Amazon,86.04,Shopping
2025-01-01,Uber,17.53,Transport
2025-05-26,McDonald's,32.8,Dining
2025-03-19,Whole Foods,132.07,Groceries
2025-01-24,Spotify,124.23,Subscription
2025-01-29,Amazon,174.36,Shopping
2025-06-21,Bus Ticket,124.49,Transport
2025-03-11,Spotify,173.3,Subscription
2025-03-06,Uber,31.08,Transport
2025-06-29,Whole Foods,70.28,Groceries
2025-05-11,eBay,22.55,Shopping
2025-01-30,Uber,58.17,Transport
2025-06-24,Taxi,152.57,Transport
2025-06-25,Local Store,122.81,Shopping
2025-05-18,eBay,129.09,Shopping
2025-06-01,Whole Foods,145.89,Groceries
2025-03-15,Whole Foods,81.75,Groceries
2025-06-06,Pizza Hut,199.99,Dining
2025-03-01,Amazon,134.44,Shopping
2025-02-11,Amazon Prime,78.09,Subscription
2025-02-25,Costco,40.45,Groceries
2025-06-24,Costco,135.32,Groceries
2025-06-23,eBay,191.39,Shopping
2025-06-13,Starbucks,190.48,Dining
2025-04-09,Netflix,92.02,Subscription
2025-02-18,Spotify,182.16,Subscription
2025-06-17,Whole Foods,32.97,Groceries
2025-06-27,Pizza Hut,168.78,Dining
2025-02-26,Amazon Prime,194.51,Subscription
2025-05-25,Netflix,54.42,Subscription
2025-05-25,McDonald's,35.99,Dining
2025-06-16,Taxi,120.86,Transport
2025-04-20,Walmart,109.25,Groceries
2025-06-30,McDonald's,43.17,Dining
2025-04-17,Uber,103.55,Transport
2025-03-18,Starbucks,107.18,Dining
2025-06-23,Whole Foods,112.79,Groceries
2025-02-18,Costco,83.61,Groceries
2025-06-05,Starbucks,102.84,Dining
2025-04-15,Local Store,118.41,Shopping
2025-03-26,Amazon,105.42,Shopping
2025-03-02,Spotify,115.58,Subscription
2025-06-27,Taxi,35.61,Transport
2025-06-22,Netflix,115.52,Subscription
2025-03-26,Starbucks,148.58,Dining
2025-06-18,Whole Foods,92.14,Groceries
