Date,Description,Amount,Category
2025-02-14,Spotify,151.85,Subscription
2025-06-14,Bus Ticket,189.98,Transport
2025-03-18,Uber,169.5,Transport
2025-03-15,McDonald's,19.79,Dining
2025-05-24,Netflix,57.31,Subscription
2025-01-11,Local Store,27.1,Shopping
2025-04-23,eBay,171.04,Shopping
2025-03-26,Uber,36.66,Transport
2025-05-10,Spotify,114.82,Subscription
2025-02-19,McDonald's,32.7,Dining
2025-04-26,Netflix,52.11,Subscription
2025-03-05,Taxi,120.84,Transport
2025-01-31,Amazon Prime,194.77,Subscription
2025-02-27,Pizza Hut,79.94,Dining
2025-02-07,Netflix,77.12,Subscription
2025-05-01,Whole Foods,81.7,Groceries
2025-03-08,Starbucks,153.09,Dining
2025-06-12,Local Store,156.75,Shopping
2025-06-14,Taxi,140.33,Transport
2025-06-02,Costco,70.15,Groceries
2025-06-21,eBay,75.18,Shopping
2025-02-22,Pizza Hut,22.63,Dining
2025-01-15,Walmart,190.8,Groceries
2025-05-10,Amazon Prime,185.56,Subscription
2025-02-24,Netflix,181.74,Subscription
2025-06-18,Walmart,145.51,Groceries
2025-05-31,Taxi,12.37,Transport
2025-06-22,Taxi,143.81,Transport
2025-01-03,eBay,27.52,Shopping
2025-05-26,Amazon,91.76,Shopping
2025-01-13,Walmart,86.24,Groceries
2025-06-17,Taxi,59.41,Transport
2025-05-27,Whole Foods,31.37,Groceries
2025-03-24,Amazon,17.43,Shopping
2025-01-19,Netflix,133.82,Subscription
2025-05-25,Walmart,103.68,Groceries
2025-05-01,Whole Foods,156.51,Groceries
2025-04-25,Spotify,38.44,Subscription
2025-03-21,Pizza Hut,110.6,Dining
2025-03-09,Taxi,190.76,Transport
2025-01-02,Costco,152.1,Groceries
2025-04-26,Bus Ticket,192.8,Transport
2025-03-21,Starbucks,151.3,Dining
2025-04-06,Netflix,148.31,Subscription
2025-04-29,McDonald's,154.27,Dining
2025-03-15,Starbucks,187.85,Dining
2025-04-28,Spotify,25.9,Subscription
2025-03-05,Bus Ticket,10.75,Transport
2025-02-17,Taxi,36.44,Transport
2025-03-17,Bus Ticket,138.66,Transport
2025-01-08,Uber,40.89,Transport
2025-01-26,Walmart,113.82,Groceries
2025-04-26,Netflix,49.55,Subscription
2025-05-10,eBay,161.57,Shopping
2025-06-07,Pizza Hut,21.81,Dining
2025-05-03,Amazon,131.04,Shopping
2025-04-06,McDonald's,173.44,Dining
2025-05-04,Amazon Prime,36.65,Subscription
2025-03-02,Uber,56.95,Transport
2025-04-11,Walmart,124.29,Groceries
2025-03-21,Amazon Prime,37.68,Subscription
2025-04-25,Starbucks,41.02,Dining
2025-06-28,Starbucks,59.82,Dining
2025-05-08,eBay,135.65,Shopping
2025-02-06,Pizza Hut,140.18,Dining
2025-05-17,McDonald's,135.08,Dining
2025-03-25,Amazon Prime,12.65,Subscription
2025-01-04,Bus Ticket,138.36,Transport
2025-05-03,Whole Foods,58.82,Groceries
2025-06-27,Whole Foods,110.45,Groceries
2025-01-03,Taxi,49.98,Transport
2025-04-23,Starbucks,113.28,Dining
2025-03-14,eBay,146.6,Shopping
2025-02-21,Netflix,192.08,Subscription
2025-01-12,Amazon Prime,61.6,Subscription
2025-04-11,Costco,187.84,Groceries
2025-04-12,Uber,71.3,Transport
2025-05-06,Uber,114.07,Transport
2025-05-20,Taxi,185.79,Transport
2025-03-10,Amazon Prime,195.37,Subscription
2025-02-21,Amazon,122.58,Shopping
2025-06-17,Starbucks,190.31,Dining
2025-01-31,Amazon Prime,104.69,Subscription
2025-01-12,Netflix,73.65,Subscription
2025-03-30,Local Store,198.59,Shopping
2025-01-15,Starbucks,47.81,Dining
2025-05-26,Spotify,148.23,Subscription
2025-02-15,Taxi,15.57,Transport
2025-03-27,Taxi,178.72,Transport
2025-06-23,McDonald's,13.22,Dining
2025-06-09,Whole Foods,58.03,Groceries
2025-06-09,Local Store,42.59,Shopping
2025-04-18,Taxi,76.95,Transport
2025-05-11,eBay,95.68,Shopping
2025-02-13,Bus Ticket,10.59,Transport
2025-05-05,eBay,107.72,Shopping
2025-03-19,Uber,164.26,Transport
2025-02-22,Pizza Hut,32.99,Dining
2025-05-05,Local Store,64.32,Shopping
2025-02-26,Pizza Hut,142.34,Dining
