Date,Description,Amount,Category
2025-01-28,Starbucks,19.13,Dining
2024-04-20,Pizza Hut,36.85,Dining
2024-03-26,Local Store,9.24,Shopping
2025-04-26,Local Store,25.0,Shopping
2024-11-15,Bus Ticket,8.04,Transport
2024-08-10,Whole Foods,49.23,Groceries
2025-06-12,McDonald's,12.1,Dining
2025-01-04,Pizza Hut,48.07,Dining
2024-06-08,McDonald's,31.91,Dining
2024-10-31,Spotify,45.78,Subscription
2025-03-07,Amazon,49.74,Shopping
2025-05-23,eBay,14.83,Shopping
2025-02-19,eBay,14.45,Shopping
2024-03-24,Walmart,45.45,Groceries
2024-05-25,Pizza Hut,19.36,Dining
2025-06-16,Pizza Hut,18.24,Dining
2024-04-05,Bus Ticket,13.55,Transport
2024-08-04,Uber,33.25,Transport
2025-07-05,Spotify,23.2,Subscription
2024-09-29,Amazon Prime,17.58,Subscription
2025-07-08,Taxi,29.76,Transport
2025-03-01,eBay,31.42,Shopping
2024-11-04,Local Store,49.04,Shopping
2024-12-10,McDonald's,19.8,Dining
2025-03-27,Spotify,17.5,Subscription
2025-06-21,Amazon,25.14,Shopping
2024-02-15,Whole Foods,9.16,Groceries
2025-07-03,Walmart,10.66,Groceries
2024-04-28,Amazon Prime,40.63,Subscription
2024-02-26,Netflix,46.55,Subscription
2024-09-11,Local Store,43.94,Shopping
2024-01-08,Local Store,17.57,Shopping
2024-05-05,eBay,36.57,Shopping
2024-03-14,Local Store,45.7,Shopping
2024-06-27,Costco,44.01,Groceries
2025-06-19,Local Store,29.4,Shopping
2025-07-18,Uber,21.55,Transport
2025-01-26,Taxi,10.24,Transport
2025-01-26,Local Store,19.63,Shopping
2025-05-26,Costco,9.87,Groceries
2024-01-28,Pizza Hut,45.76,Dining
2025-05-02,Costco,15.59,Groceries
2025-03-08,Pizza Hut,5.81,Dining
2024-12-08,Starbucks,1.8,Dining
2024-01-15,Walmart,34.47,Groceries
2024-08-08,Local Store,17.69,Shopping
2024-10-02,eBay,6.94,Shopping
2024-11-27,eBay,20.06,Shopping
2024-05-07,Walmart,25.35,Groceries
2025-03-17,Amazon,4.04,Shopping
2024-05-24,Amazon,46.25,Shopping
2024-11-09,Costco,22.45,Groceries
2024-11-18,Walmart,34.01,Groceries
2025-05-28,eBay,15.11,Shopping
2024-08-21,Amazon Prime,11.62,Subscription
2024-06-26,Amazon,47.21,Shopping
2025-05-31,Netflix,12.18,Subscription
2024-04-30,Amazon Prime,10.76,Subscription
2024-02-19,Bus Ticket,35.44,Transport
2024-04-27,eBay,35.7,Shopping
2024-12-21,Spotify,38.31,Subscription
2025-07-03,Amazon,47.09,Shopping
2024-11-20,Costco,7.22,Groceries
2024-08-03,Pizza Hut,22.08,Dining
2025-03-06,Starbucks,45.88,Dining
2025-05-31,Walmart,49.25,Groceries
2024-10-04,Netflix,42.23,Subscription
2024-02-21,Uber,38.82,Transport
2024-12-19,Starbucks,41.78,Dining
2024-09-26,Bus Ticket,28.76,Transport
2025-07-13,Bus Ticket,25.17,Transport
2025-03-05,Amazon Prime,1.84,Subscription
2025-04-14,Local Store,21.7,Shopping
2024-06-25,Taxi,1.02,Transport
2024-04-20,Walmart,16.49,Groceries
2025-05-17,Taxi,36.0,Transport
2024-02-23,Starbucks,8.87,Dining
2024-12-04,Whole Foods,26.4,Groceries
2024-03-08,Spotify,9.53,Subscription
2025-01-17,Whole Foods,41.39,Groceries
2024-10-13,Bus Ticket,2.72,Transport
2025-06-07,Amazon Prime,3.56,Subscription
2025-02-22,Bus Ticket,6.84,Transport
2025-07-01,Costco,36.35,Groceries
2024-06-05,Pizza Hut,13.25,Dining
2025-03-29,McDonald's,49.5,Dining
2025-02-04,Pizza Hut,13.91,Dining
2024-09-05,Walmart,16.87,Groceries
2024-08-23,Starbucks,3.46,Dining
2025-04-23,McDonald's,21.64,Dining
2024-06-29,Amazon Prime,30.91,Subscription
2025-03-10,Pizza Hut,29.12,Dining
2024-03-31,Spotify,37.35,Subscription
2024-10-17,Starbucks,27.93,Dining
2024-05-21,Amazon Prime,19.06,Subscription
2025-07-21,Local Store,41.2,Shopping
2024-04-27,Amazon,8.47,Shopping
2025-05-16,Spotify,29.64,Subscription
2024-04-13,Taxi,47.15,Transport
2024-07-06,Uber,18.29,Transport
2025-07-20,eBay,36.49,Shopping
2025-07-23,Bus Ticket,37.99,Transport
2024-12-25,eBay,1.12,Shopping
2025-07-19,Amazon Prime,22.93,Subscription
2025-01-03,McDonald's,14.25,Dining
2025-04-28,Uber,16.39,Transport
2024-12-31,Pizza Hut,20.04,Dining
2025-05-20,Netflix,41.12,Subscription
2024-03-10,Spotify,47.33,Subscription
2025-02-06,Uber,21.08,Transport
2024-09-05,McDonald's,46.69,Dining
2024-06-20,Pizza Hut,14.36,Dining
2024-10-12,Taxi,46.96,Transport
2025-01-06,Whole Foods,35.96,Groceries
2024-02-26,Uber,29.14,Transport
2024-09-14,Walmart,33.09,Groceries
2024-02-09,Local Store,48.17,Shopping
2024-06-28,Taxi,4.74,Transport
2024-03-03,Bus Ticket,13.31,Transport
2024-07-30,Netflix,40.0,Subscription
2024-02-27,McDonald's,48.67,Dining
2024-01-06,Amazon,2.15,Shopping
2024-06-16,Uber,14.31,Transport
2024-04-09,Amazon,49.35,Shopping
2024-11-21,Pizza Hut,32.41,Dining
2025-07-14,eBay,13.77,Shopping
2025-03-17,Uber,26.2,Transport
2024-09-06,Starbucks,6.62,Dining
2024-12-09,Local Store,46.05,Shopping
2024-09-24,Taxi,1.51,Transport
2025-04-12,eBay,32.45,Shopping
2024-12-10,Bus Ticket,34.11,Transport
2024-11-19,Walmart,27.08,Groceries
2024-04-12,Whole Foods,14.37,Groceries
2024-01-28,Amazon,12.84,Shopping
2024-09-27,Whole Foods,15.35,Groceries
2024-05-03,Starbucks,37.47,Dining
2025-02-14,Spotify,25.47,Subscription
2024-02-03,Walmart,28.29,Groceries
2024-11-08,Spotify,49.8,Subscription
2024-04-14,McDonald's,19.63,Dining
2024-04-15,Amazon,37.11,Shopping
2024-12-31,Costco,10.94,Groceries
2024-04-20,eBay,7.67,Shopping
2024-06-08,Bus Ticket,4.35,Transport
2024-02-11,Netflix,46.27,Subscription
2024-07-11,Whole Foods,33.92,Groceries
2024-06-18,Whole Foods,35.31,Groceries
2024-11-08,Amazon,17.9,Shopping
2024-07-19,Amazon Prime,41.87,Subscription
2025-06-23,Starbucks,32.61,Dining
2024-01-13,Spotify,46.85,Subscription
2025-06-27,Pizza Hut,2.02,Dining
2025-01-27,Spotify,49.05,Subscription
2025-05-28,Whole Foods,20.0,Groceries
2025-02-04,Starbucks,39.85,Dining
2024-10-21,Walmart,17.14,Groceries
2025-04-09,Whole Foods,5.7,Groceries
2024-05-01,Amazon,28.28,Shopping
2024-09-05,Taxi,24.01,Transport
2024-06-17,Amazon,27.15,Shopping
2024-03-06,Amazon Prime,43.02,Subscription
2024-02-19,Local Store,44.36,Shopping
2025-06-16,eBay,22.61,Shopping
2024-04-13,Pizza Hut,15.27,Dining
2025-02-22,Starbucks,22.37,Dining
2024-10-12,Spotify,8.34,Subscription
2024-12-31,Whole Foods,15.8,Groceries
2024-07-07,Pizza Hut,36.96,Dining
2024-02-24,Local Store,15.66,Shopping
2024-09-14,Taxi,13.14,Transport
2024-11-28,eBay,9.01,Shopping
2024-01-11,Netflix,13.44,Subscription
2024-10-14,Local Store,15.89,Shopping
2024-11-30,Spotify,39.47,Subscription
2024-07-27,Bus Ticket,31.38,Transport
2024-04-18,Taxi,21.22,Transport
2024-01-29,McDonald's,45.02,Dining
2024-12-27,Starbucks,30.66,Dining
2024-08-04,McDonald's,16.5,Dining
2025-05-01,Starbucks,33.47,Dining
2025-06-14,Taxi,15.8,Transport
2024-10-02,Costco,29.57,Groceries
2024-11-26,Spotify,41.05,Subscription
2025-07-09,Bus Ticket,13.6,Transport
2024-09-05,Bus Ticket,23.0,Transport
2024-12-15,eBay,11.86,Shopping
2024-12-30,Uber,25.3,Transport
2024-05-26,Starbucks,18.99,Dining
2024-09-11,Costco,6.36,Groceries
2024-10-11,Costco,48.54,Groceries
2024-04-26,Walmart,6.47,Groceries
2024-09-09,Spotify,10.83,Subscription
2024-05-19,Walmart,9.44,Groceries
2024-04-17,Bus Ticket,31.75,Transport
2024-06-07,Pizza Hut,30.72,Dining
2025-04-07,Uber,38.65,Transport
2025-05-16,Netflix,44.02,Subscription
2024-10-07,Bus Ticket,33.3,Transport
2024-03-26,Costco,27.69,Groceries
2024-12-16,eBay,5.62,Shopping
2024-06-27,Local Store,34.89,Shopping
2025-02-18,Starbucks,46.6,Dining
2024-11-21,eBay,25.49,Shopping
2024-01-04,Walmart,10.2,Groceries
2024-09-28,eBay,13.09,Shopping
2024-07-20,Whole Foods,46.1,Groceries
2025-01-13,Netflix,25.86,Subscription
