Date,Description,Amount,Category
2025-05-03,Costco,21.47,Groceries
2025-03-31,Costco,33.73,Groceries
2025-01-05,Starbucks,54.83,Dining
2025-04-06,Amazon Prime,47.66,Subscription
2025-01-03,Bus Ticket,45.01,Transport
2025-05-25,Starbucks,73.03,Dining
2025-03-18,Bus Ticket,36.28,Transport
2025-05-13,Taxi,24.37,Transport
2025-02-10,Netflix,66.06,Subscription
2025-05-30,Bus Ticket,43.15,Transport
2025-04-04,Local Store,28.56,Shopping
2025-04-07,Costco,28.38,Groceries
2025-03-18,Taxi,12.84,Transport
2025-01-22,Uber,99.94,Transport
2025-01-22,Local Store,34.54,Shopping
2025-03-15,Spotify,26.93,Subscription
2025-03-21,eBay,24.42,Shopping
2025-04-28,Pizza Hut,44.73,Dining
2025-01-27,eBay,19.56,Shopping
2025-06-05,Walmart,79.62,Groceries
2025-05-16,Netflix,27.16,Subscription
2025-05-07,Taxi,92.39,Transport
2025-01-04,Spotify,84.97,Subscription
2025-02-09,Starbucks,36.17,Dining
2025-05-24,Local Store,94.96,Shopping
2025-06-26,Starbucks,84.73,Dining
2025-05-18,Amazon,81.6,Shopping
2025-04-29,Local Store,51.83,Shopping
2025-05-20,Starbucks,83.44,Dining
2025-05-25,Local Store,64.24,Shopping
2025-03-25,Bus Ticket,66.13,Transport
2025-02-03,Uber,10.8,Transport
2025-02-10,McDonald's,59.74,Dining
2025-02-07,Amazon,50.07,Shopping
2025-05-22,Taxi,13.04,Transport
2025-03-30,Starbucks,46.06,Dining
2025-01-14,Taxi,43.93,Transport
2025-01-01,Walmart,65.16,Groceries
2025-06-04,Netflix,92.25,Subscription
2025-03-22,Amazon Prime,80.81,Subscription
2025-05-04,Walmart,45.65,Groceries
2025-05-12,Costco,21.7,Groceries
2025-02-27,Netflix,26.65,Subscription
2025-02-12,eBay,65.67,Shopping
2025-03-24,Netflix,48.33,Subscription
2025-03-07,Walmart,26.58,Groceries
2025-03-07,Spotify,49.95,Subscription
2025-06-20,Spotify,41.86,Subscription
2025-04-14,Amazon,15.02,Shopping
2025-05-17,Walmart,93.52,Groceries
2025-04-29,Starbucks,50.01,Dining
2025-01-08,Bus Ticket,66.05,Transport
2025-03-01,Costco,87.61,Groceries
2025-05-05,Uber,91.37,Transport
2025-06-14,Bus Ticket,33.4,Transport
2025-06-19,Amazon,66.14,Shopping
2025-06-02,Spotify,22.71,Subscription
2025-04-05,Taxi,88.98,Transport
2025-05-06,Walmart,82.58,Groceries
2025-04-15,Amazon Prime,90.68,Subscription
2025-06-24,Amazon,51.67,Shopping
