Date,Description,Amount,Category
2024-05-01,Walmart,16.65,Groceries
2024-08-25,Uber,4.71,Transport
2024-03-14,Amazon,29.19,Shopping
2024-09-01,Amazon Prime,46.69,Subscription
2025-03-30,Bus Ticket,18.55,Transport
2024-02-24,Costco,12.28,Groceries
2025-03-22,Whole Foods,35.17,Groceries
2025-06-13,Walmart,6.03,Groceries
2025-06-18,Costco,37.38,Groceries
2024-10-25,Costco,5.99,Groceries
2024-03-24,Spotify,46.57,Subscription
2024-03-17,Amazon Prime,22.13,Subscription
2024-06-26,Costco,17.35,Groceries
2024-09-01,Amazon,48.85,Shopping
2025-01-17,Walmart,45.89,Groceries
2025-03-28,Starbucks,41.09,Dining
2024-09-22,Starbucks,26.3,Dining
2025-06-22,Walmart,25.46,Groceries
2024-03-24,Local Store,47.62,Shopping
2024-06-03,eBay,36.47,Shopping
2024-07-01,Taxi,13.21,Transport
2025-04-03,Costco,44.74,Groceries
2024-07-05,Starbucks,14.75,Dining
2025-01-09,Netflix,44.36,Subscription
2024-03-08,Taxi,3.67,Transport
2024-11-30,Bus Ticket,36.0,Transport
2024-08-29,Local Store,32.22,Shopping
2024-04-16,Walmart,9.34,Groceries
2024-03-05,Amazon,10.22,Shopping
2024-09-07,Costco,7.22,Groceries
2024-10-03,Amazon Prime,22.3,Subscription
2024-02-05,eBay,36.01,Shopping
2024-02-19,eBay,23.94,Shopping
2024-05-22,eBay,27.08,Shopping
2025-05-21,Bus Ticket,8.32,Transport
2024-02-13,Walmart,19.92,Groceries
2024-08-06,McDonald's,3.0,Dining
2024-05-30,Bus Ticket,24.8,Transport
2025-04-22,Costco,19.38,Groceries
2024-05-11,Local Store,41.95,Shopping
2025-05-16,Bus Ticket,14.03,Transport
2024-06-11,Spotify,10.08,Subscription
2024-10-27,Uber,29.73,Transport
2024-09-26,Local Store,49.06,Shopping
2025-05-01,Spotify,49.84,Subscription
2025-02-23,Local Store,13.0,Shopping
2024-03-27,Local Store,26.84,Shopping
2025-04-14,Amazon,37.7,Shopping
2024-10-01,Walmart,9.43,Groceries
2024-01-04,Uber,34.4,Transport
2025-05-24,Starbucks,1.25,Dining
2024-06-05,Starbucks,16.0,Dining
2024-10-24,eBay,1.68,Shopping
2024-05-18,Pizza Hut,25.46,Dining
2024-08-09,McDonald's,31.8,Dining
2024-02-05,Amazon Prime,27.39,Subscription
2025-04-27,Costco,2.51,Groceries
2024-06-14,Spotify,33.82,Subscription
2024-07-04,McDonald's,35.01,Dining
2024-08-25,eBay,15.0,Shopping
2024-07-23,Netflix,42.43,Subscription
2025-01-04,Pizza Hut,17.77,Dining
2024-10-18,Costco,43.62,Groceries
2024-02-11,Costco,4.44,Groceries
2025-03-30,eBay,2.69,Shopping
2025-06-29,Starbucks,43.35,Dining
2025-06-16,Whole Foods,37.77,Groceries
2024-07-11,Walmart,1.85,Groceries
2025-04-06,Uber,43.47,Transport
