Date,Description,Amount,Category
2024-04-03,eBay,29.28,Shopping
2025-03-25,Walmart,3.3,Groceries
2024-02-03,eBay,17.93,Shopping
2024-04-05,Starbucks,9.82,Dining
2024-09-22,Taxi,32.43,Transport
2024-05-07,Pizza Hut,13.84,Dining
2024-06-25,Bus Ticket,17.92,Transport
2024-10-17,Starbucks,36.02,Dining
2024-04-16,Spotify,35.97,Subscription
2025-07-20,Amazon Prime,12.87,Subscription
2024-02-18,eBay,19.61,Shopping
2024-11-09,Uber,17.96,Transport
2024-05-18,Spotify,10.45,Subscription
2025-07-21,Amazon Prime,33.85,Subscription
2025-05-10,Taxi,1.55,Transport
2024-09-04,Amazon Prime,1.93,Subscription
2024-12-22,Walmart,8.14,Groceries
2024-08-11,Whole Foods,39.33,Groceries
2024-03-26,Amazon Prime,19.51,Subscription
2024-03-02,McDonald's,16.99,Dining
2024-08-25,Pizza Hut,8.57,Dining
2024-02-17,Amazon,41.75,Shopping
2024-08-31,Amazon Prime,17.99,Subscription
2024-08-31,Bus Ticket,43.68,Transport
2025-03-09,Amazon,10.8,Shopping
2024-06-27,Walmart,47.68,Groceries
2024-10-20,Amazon Prime,11.79,Subscription
2025-01-16,Costco,43.27,Groceries
2025-01-10,Starbucks,8.55,Dining
2025-05-10,Spotify,44.7,Subscription
2024-10-01,Whole Foods,11.33,Groceries
2024-09-29,Taxi,43.14,Transport
2024-02-02,eBay,39.98,Shopping
2025-01-09,McDonald's,7.88,Dining
2024-06-11,Amazon Prime,12.44,Subscription
2024-05-04,Netflix,36.13,Subscription
2025-05-14,Starbucks,48.28,Dining
2025-03-29,Costco,10.35,Groceries
2024-11-13,Spotify,34.21,Subscription
2024-07-30,McDonald's,1.23,Dining
2025-01-09,Amazon Prime,41.59,Subscription
2025-01-10,Walmart,16.41,Groceries
2024-04-29,eBay,32.16,Shopping
2025-02-26,Whole Foods,41.51,Groceries
2025-03-27,Costco,9.56,Groceries
2025-05-21,Spotify,15.36,Subscription
2024-08-05,McDonald's,3.94,Dining
2024-02-27,Starbucks,46.64,Dining
2024-07-21,Whole Foods,7.32,Groceries
2024-01-27,Spotify,28.13,Subscription
2025-03-09,Whole Foods,41.3,Groceries
2024-04-04,eBay,18.77,Shopping
2024-10-29,Whole Foods,39.38,Groceries
2024-12-03,Netflix,24.68,Subscription
2024-06-07,Taxi,2.74,Transport
2024-08-31,Netflix,18.14,Subscription
2024-09-16,Bus Ticket,36.87,Transport
2024-01-16,Costco,19.3,Groceries
2025-04-24,Starbucks,15.43,Dining
2024-11-28,Bus Ticket,33.15,Transport
2024-09-12,Spotify,26.99,Subscription
2024-08-01,Walmart,8.24,Groceries
2025-01-29,Uber,28.77,Transport
2024-10-26,eBay,3.77,Shopping
2024-02-18,Local Store,19.23,Shopping
2024-01-08,Netflix,36.11,Subscription
2025-04-19,Amazon,19.9,Shopping
2024-11-25,Uber,25.84,Transport
2024-06-04,Starbucks,46.63,Dining
2024-08-21,McDonald's,32.86,Dining
2024-09-03,Pizza Hut,13.63,Dining
2024-01-23,Local Store,36.06,Shopping
2024-11-02,Uber,18.58,Transport
2024-07-28,Local Store,32.61,Shopping
2024-10-31,Spotify,7.7,Subscription
2024-09-03,Local Store,34.77,Shopping
2025-06-09,Whole Foods,35.82,Groceries
2024-09-29,Whole Foods,22.49,Groceries
2025-02-16,Walmart,33.83,Groceries
2024-08-10,Amazon Prime,23.26,Subscription
2025-04-22,Local Store,36.62,Shopping
2025-07-08,Bus Ticket,17.01,Transport
2025-07-02,Uber,35.27,Transport
2024-04-03,Local Store,23.7,Shopping
2025-03-09,Whole Foods,48.4,Groceries
2024-10-16,Starbucks,45.01,Dining
2025-04-07,Amazon Prime,2.66,Subscription
2024-01-05,Whole Foods,38.57,Groceries
2024-10-26,Pizza Hut,38.53,Dining
2025-05-05,Taxi,2.32,Transport
2025-04-03,Walmart,38.88,Groceries
2025-06-16,Bus Ticket,31.33,Transport
2025-03-20,Costco,4.01,Groceries
2024-11-10,Starbucks,41.03,Dining
2025-07-03,Amazon,38.99,Shopping
2025-05-06,Whole Foods,40.23,Groceries
2024-07-03,Bus Ticket,1.17,Transport
2024-09-09,eBay,40.8,Shopping
2024-11-06,Pizza Hut,7.89,Dining
2024-11-02,Spotify,21.11,Subscription
2024-04-06,Uber,31.57,Transport
2025-01-23,Bus Ticket,36.38,Transport
2024-10-26,Starbucks,5.62,Dining
2024-06-13,Local Store,36.85,Shopping
2024-04-21,Local Store,31.82,Shopping
2024-07-24,McDonald's,46.33,Dining
2025-07-21,Netflix,31.33,Subscription
2025-03-12,Amazon,29.23,Shopping
