Date,Description,Amount,Category
2025-06-22,Costco,105.44,Groceries
2025-01-02,Whole Foods,87.22,Groceries
2025-04-08,Netflix,168.25,Subscription
2025-05-10,Netflix,143.77,Subscription
2025-01-26,Walmart,45.3,Groceries
2025-01-25,Amazon Prime,45.62,Subscription
2025-02-09,Amazon,164.06,Shopping
2025-05-11,McDonald's,181.64,Dining
2025-01-27,Bus Ticket,174.73,Transport
2025-05-01,Taxi,119.43,Transport
2025-06-02,Amazon,117.81,Shopping
2025-01-27,Uber,61.54,Transport
2025-03-05,Starbucks,197.53,Dining
2025-02-13,Uber,101.72,Transport
2025-06-15,Walmart,36.39,Groceries
2025-05-15,eBay,123.85,Shopping
2025-04-07,Amazon,11.0,Shopping
2025-05-08,Local Store,88.13,Shopping
2025-06-02,Bus Ticket,90.11,Transport
2025-01-11,Whole Foods,37.06,Groceries
2025-01-04,Uber,167.91,Transport
2025-06-20,Pizza Hut,116.47,Dining
2025-04-01,Amazon Prime,31.09,Subscription
2025-05-19,Whole Foods,159.15,Groceries
2025-05-23,Amazon,63.65,Shopping
2025-04-12,Whole Foods,157.21,Groceries
2025-01-03,Amazon Prime,129.26,Subscription
2025-01-06,Walmart,21.0,Groceries
2025-01-10,Uber,128.35,Transport
2025-05-15,eBay,195.26,Shopping
2025-06-11,Taxi,46.58,Transport
2025-02-02,Local Store,130.85,Shopping
2025-04-09,Bus Ticket,169.32,Transport
2025-06-22,Starbucks,83.83,Dining
2025-05-10,McDonald's,99.22,Dining
2025-05-04,Local Store,147.85,Shopping
2025-03-08,eBay,130.12,Shopping
2025-03-17,Bus Ticket,104.17,Transport
2025-04-03,Walmart,35.31,Groceries
2025-06-29,Taxi,13.15,Transport
2025-02-13,Amazon Prime,138.55,Subscription
2025-01-21,eBay,173.16,Shopping
2025-03-31,Taxi,165.78,Transport
2025-05-22,Local Store,124.67,Shopping
2025-01-01,Pizza Hut,41.63,Dining
2025-03-03,Uber,103.44,Transport
2025-06-25,Local Store,150.32,Shopping
2025-03-17,Netflix,183.47,Subscription
2025-04-09,Amazon,108.39,Shopping
2025-02-11,Taxi,70.09,Transport
2025-03-25,Amazon,62.06,Shopping
2025-02-22,Spotify,25.87,Subscription
2025-05-16,Whole Foods,60.51,Groceries
2025-03-17,Starbucks,94.29,Dining
2025-02-04,Bus Ticket,113.98,Transport
2025-02-07,Netflix,144.21,Subscription
2025-05-03,Costco,68.71,Groceries
2025-01-03,Pizza Hut,77.9,Dining
2025-01-18,Starbucks,38.11,Dining
2025-01-27,Walmart,119.95,Groceries
2025-06-07,Bus Ticket,136.7,Transport
2025-02-27,Taxi,54.77,Transport
2025-05-28,Starbucks,105.01,Dining
2025-01-10,Pizza Hut,51.61,Dining
2025-02-04,Spotify,103.02,Subscription
2025-06-29,Bus Ticket,61.14,Transport
2025-05-24,Costco,72.22,Groceries
2025-06-02,McDonald's,158.47,Dining
2025-01-04,Spotify,126.64,Subscription
2025-02-21,Spotify,104.97,Subscription
2025-03-08,McDonald's,176.82,Dining
2025-05-26,Amazon Prime,27.69,Subscription
2025-03-19,Netflix,185.33,Subscription
2025-05-31,Walmart,127.62,Groceries
2025-04-17,Pizza Hut,147.72,Dining
2025-05-27,Whole Foods,104.61,Groceries
2025-01-13,Pizza Hut,46.54,Dining
2025-05-26,Pizza Hut,13.69,Dining
2025-01-08,Walmart,51.58,Groceries
2025-04-12,Spotify,144.57,Subscription
2025-03-13,Uber,192.72,Transport
2025-05-17,Taxi,111.72,Transport
2025-02-10,Bus Ticket,156.73,Transport
2025-01-14,Costco,181.15,Groceries
2025-02-02,Amazon Prime,173.0,Subscription
2025-04-03,McDonald's,158.46,Dining
2025-04-17,McDonald's,16.49,Dining
2025-04-05,Whole Foods,113.04,Groceries
2025-04-30,Uber,77.95,Transport
2025-04-21,Amazon Prime,119.24,Subscription
2025-04-03,Uber,26.7,Transport
2025-06-21,Whole Foods,177.55,Groceries
2025-06-19,Netflix,70.52,Subscription
2025-04-14,Local Store,180.91,Shopping
2025-04-29,McDonald's,120.35,Dining
2025-03-02,Costco,144.15,Groceries
2025-06-12,Local Store,110.55,Shopping
2025-06-16,Netflix,65.89,Subscription
2025-06-11,Amazon,195.29,Shopping
2025-05-14,Taxi,171.15,Transport
