Date,Description,Amount,Category
2025-07-12,Taxi,48.13,Transport
2024-09-25,Whole Foods,49.68,Groceries
2024-06-23,Uber,9.81,Transport
2025-03-11,Walmart,34.02,Groceries
2025-04-11,McDonald's,39.24,Dining
2024-12-22,Walmart,15.69,Groceries
2024-12-01,Netflix,9.34,Subscription
2024-06-23,Taxi,31.37,Transport
2025-03-08,Pizza Hut,11.26,Dining
2024-01-18,Walmart,21.49,Groceries
2024-11-29,Walmart,33.61,Groceries
2024-11-22,eBay,45.03,Shopping
2024-09-05,Amazon,19.43,Shopping
2025-01-05,Taxi,18.2,Transport
2024-03-30,McDonald's,38.46,Dining
2024-06-16,Walmart,9.69,Groceries
2024-11-07,Bus Ticket,45.91,Transport
2024-12-31,eBay,5.41,Shopping
2024-12-20,Bus Ticket,7.23,Transport
2025-01-09,Uber,48.9,Transport
2024-11-05,Walmart,16.3,Groceries
2024-02-19,Amazon Prime,49.02,Subscription
2025-02-07,Netflix,7.41,Subscription
2024-10-10,Spotify,11.42,Subscription
2024-04-07,Amazon Prime,47.44,Subscription
2025-05-28,Costco,21.33,Groceries
2024-10-23,Starbucks,45.51,Dining
2025-03-10,eBay,4.71,Shopping
2025-05-09,Amazon,10.62,Shopping
2024-10-18,McDonald's,19.55,Dining
2024-08-11,McDonald's,4.67,Dining
2025-07-19,Starbucks,18.83,Dining
2024-07-27,Whole Foods,39.67,Groceries
2025-07-22,Whole Foods,23.19,Groceries
2025-03-06,Pizza Hut,36.6,Dining
2024-09-27,Amazon,34.86,Shopping
2024-07-23,Uber,46.96,Transport
2024-08-01,Local Store,4.02,Shopping
2025-07-02,Uber,11.91,Transport
2024-08-24,Bus Ticket,35.2,Transport
2024-10-28,Taxi,27.11,Transport
2025-05-24,Amazon,16.06,Shopping
2024-05-04,Pizza Hut,10.5,Dining
2024-12-13,Costco,38.16,Groceries
2025-06-17,Local Store,21.16,Shopping
2025-07-17,Costco,20.29,Groceries
2025-07-11,Uber,19.54,Transport
2024-05-05,Walmart,31.99,Groceries
2024-10-24,Walmart,34.98,Groceries
2024-11-20,eBay,44.7,Shopping
2024-07-10,Pizza Hut,9.12,Dining
2024-09-11,Spotify,27.41,Subscription
2025-03-31,Taxi,39.17,Transport
2024-12-04,Amazon Prime,15.53,Subscription
2024-12-04,Bus Ticket,23.84,Transport
2024-08-21,Pizza Hut,21.77,Dining
2024-06-23,eBay,17.65,Shopping
2024-09-14,eBay,41.49,Shopping
2024-08-12,Taxi,24.35,Transport
2025-02-23,Amazon Prime,31.16,Subscription
2024-01-13,Taxi,14.56,Transport
2024-10-04,Taxi,32.1,Transport
2025-04-27,McDonald's,10.34,Dining
2024-02-15,Walmart,13.75,Groceries
2024-12-05,Spotify,9.2,Subscription
2024-10-23,eBay,16.46,Shopping
2024-05-10,Taxi,44.03,Transport
2024-12-25,Walmart,27.31,Groceries
2025-04-19,eBay,24.27,Shopping
2024-11-20,Starbucks,5.64,Dining
2024-11-27,Taxi,20.3,Transport
2025-01-10,Starbucks,6.74,Dining
2024-03-29,Netflix,43.65,Subscription
2024-10-07,Netflix,49.54,Subscription
2024-06-16,McDonald's,46.57,Dining
2024-04-13,Walmart,2.28,Groceries
2025-05-21,Whole Foods,39.26,Groceries
2025-05-12,Bus Ticket,23.5,Transport
2024-06-21,Amazon,20.61,Shopping
2024-02-21,Walmart,42.14,Groceries
2025-05-23,Costco,18.49,Groceries
2024-01-24,Uber,43.23,Transport
2024-01-28,eBay,49.0,Shopping
2024-09-19,Spotify,29.27,Subscription
2024-01-28,Whole Foods,17.53,Groceries
2024-10-30,Taxi,1.4,Transport
2025-02-25,Spotify,5.31,Subscription
2025-06-09,Starbucks,30.34,Dining
2024-07-13,Local Store,48.39,Shopping
2024-09-09,Netflix,7.16,Subscription
2024-12-27,Netflix,25.13,Subscription
2024-05-09,Starbucks,35.21,Dining
2025-01-21,Costco,10.87,Groceries
2024-12-29,Costco,2.56,Groceries
2024-06-19,Pizza Hut,46.53,Dining
2024-07-21,Costco,13.32,Groceries
2025-01-31,Netflix,29.0,Subscription
2025-06-01,Amazon Prime,44.13,Subscription
2024-09-05,McDonald's,31.49,Dining
2025-03-19,Spotify,30.76,Subscription
2025-01-18,Netflix,7.09,Subscription
2025-02-23,Costco,2.07,Groceries
2024-05-14,Amazon,31.59,Shopping
2024-08-30,Costco,24.54,Groceries
2025-03-09,Costco,39.83,Groceries
2024-11-20,McDonald's,21.21,Dining
2024-03-08,Netflix,44.61,Subscription
2025-03-06,Walmart,23.06,Groceries
2024-04-22,Pizza Hut,19.65,Dining
2025-03-10,Costco,5.79,Groceries
2024-03-22,McDonald's,10.33,Dining
2024-11-28,Amazon Prime,5.08,Subscription
2024-12-29,Amazon Prime,32.11,Subscription
2024-02-02,Amazon Prime,5.49,Subscription
2024-12-19,eBay,18.4,Shopping
2024-09-30,Bus Ticket,15.3,Transport
2024-06-25,Starbucks,9.51,Dining
2025-04-07,McDonald's,45.98,Dining
2024-03-28,McDonald's,14.35,Dining
2025-01-10,Netflix,1.02,Subscription
2025-03-30,Spotify,38.31,Subscription
2024-08-21,Local Store,8.77,Shopping
2025-02-03,McDonald's,20.25,Dining
2024-12-15,Costco,42.48,Groceries
2025-05-27,Costco,9.31,Groceries
2025-01-16,Starbucks,16.36,Dining
2024-09-24,Starbucks,49.48,Dining
2024-07-23,eBay,4.13,Shopping
2024-01-14,Amazon,12.55,Shopping
2024-07-08,eBay,9.56,Shopping
2024-03-16,eBay,11.9,Shopping
2025-06-28,McDonald's,38.7,Dining
2024-10-25,Netflix,7.66,Subscription
2024-04-29,Local Store,22.94,Shopping
2025-01-23,Starbucks,20.03,Dining
2024-05-14,Amazon,19.46,Shopping
2024-02-16,Walmart,9.41,Groceries
2024-06-15,Uber,5.9,Transport
2025-05-15,Pizza Hut,46.68,Dining
2024-12-18,Whole Foods,32.19,Groceries
2024-06-09,Spotify,24.67,Subscription
2024-12-15,Amazon Prime,19.72,Subscription
2025-02-22,Spotify,11.41,Subscription
2024-05-01,Amazon Prime,8.8,Subscription
2024-03-13,Spotify,13.31,Subscription
2024-11-16,Starbucks,18.6,Dining
2024-10-18,Amazon Prime,34.23,Subscription
2024-01-21,Uber,24.48,Transport
2024-11-14,Uber,19.06,Transport
2025-03-04,Spotify,45.56,Subscription
2024-07-14,Bus Ticket,15.57,Transport
2024-05-26,Bus Ticket,7.65,Transport
2024-05-18,Costco,20.64,Groceries
2024-07-19,Bus Ticket,48.11,Transport
2025-04-29,Bus Ticket,7.72,Transport
2024-05-28,Uber,43.8,Transport
2024-12-08,Netflix,3.91,Subscription
2025-06-28,Walmart,33.17,Groceries
2024-03-16,Amazon Prime,45.0,Subscription
2024-07-05,Local Store,1.46,Shopping
2025-02-08,Walmart,5.08,Groceries
2024-05-02,Netflix,10.08,Subscription
2024-04-14,Walmart,27.34,Groceries
2024-06-04,Uber,17.35,Transport
2024-11-23,Pizza Hut,45.92,Dining
2024-02-04,eBay,7.59,Shopping
2025-06-12,Spotify,46.28,Subscription
2024-04-23,Starbucks,43.95,Dining
2024-10-10,Costco,45.57,Groceries
2025-05-25,Netflix,12.37,Subscription
2024-01-21,Taxi,13.54,Transport
2025-03-21,Starbucks,27.54,Dining
2024-12-01,Pizza Hut,49.72,Dining
2024-01-04,Amazon,10.29,Shopping
2024-06-03,Whole Foods,49.21,Groceries
2024-05-18,Amazon Prime,3.07,Subscription
2025-02-17,Netflix,9.45,Subscription
2025-07-08,Local Store,18.52,Shopping
2024-07-31,Walmart,8.09,Groceries
2024-12-19,Taxi,26.52,Transport
2024-07-09,Uber,17.22,Transport
2025-04-24,Local Store,2.76,Shopping
2025-05-01,Amazon,16.06,Shopping
2024-04-21,Netflix,3.53,Subscription
2024-01-05,Uber,9.08,Transport
2024-01-19,Uber,13.29,Transport
2024-12-21,Netflix,12.5,Subscription
2024-03-30,Costco,45.32,Groceries
2024-12-27,McDonald's,47.62,Dining
2024-01-06,Amazon Prime,16.5,Subscription
2025-04-17,Bus Ticket,37.65,Transport
2024-10-22,Pizza Hut,49.33,Dining
2024-01-29,Pizza Hut,16.58,Dining
2024-04-09,Amazon Prime,24.24,Subscription
2024-07-09,Amazon Prime,41.91,Subscription
2025-07-14,McDonald's,39.04,Dining
2025-03-01,Spotify,34.22,Subscription
2024-10-05,Amazon,32.83,Shopping
