Date,Description,Amount,Category
2024-05-28,Local Store,29.57,Shopping
2024-10-21,Local Store,37.08,Shopping
2024-10-24,McDonald's,14.07,Dining
2025-04-02,Costco,49.56,Groceries
2024-01-07,Walmart,13.86,Groceries
2024-02-18,Taxi,35.99,Transport
2024-09-23,Pizza Hut,42.35,Dining
2024-02-18,Local Store,49.17,Shopping
2025-05-17,Taxi,19.24,Transport
2024-04-06,Amazon,30.64,Shopping
2024-03-13,Amazon Prime,40.05,Subscription
2024-02-17,Local Store,45.2,Shopping
2024-10-23,Amazon,27.81,Shopping
2025-07-09,Costco,38.61,Groceries
2024-04-12,Spotify,39.9,Subscription
2024-09-15,Amazon,18.74,Shopping
2025-01-24,Costco,28.6,Groceries
2024-05-06,eBay,27.45,Shopping
2025-02-19,Local Store,1.05,Shopping
2024-07-28,Pizza Hut,8.58,Dining
2025-02-09,Whole Foods,7.49,Groceries
2025-05-13,eBay,32.64,Shopping
2025-02-24,Taxi,33.53,Transport
2024-10-02,Costco,21.21,Groceries
2025-05-10,Walmart,1.82,Groceries
2024-02-25,Pizza Hut,28.82,Dining
2024-10-03,Taxi,30.78,Transport
2025-01-16,Amazon Prime,33.02,Subscription
2025-01-07,Uber,43.68,Transport
2024-01-31,Spotify,41.13,Subscription
2024-08-11,Local Store,5.13,Shopping
2024-01-03,eBay,48.51,Shopping
2025-07-14,eBay,10.5,Shopping
2024-04-01,Walmart,42.03,Groceries
2024-08-22,eBay,22.23,Shopping
2024-08-27,Pizza Hut,4.75,Dining
2024-01-25,Local Store,27.99,Shopping
2024-07-08,Amazon Prime,39.72,Subscription
2024-04-02,Netflix,27.36,Subscription
2025-02-23,Pizza Hut,40.55,Dining
2024-10-22,Starbucks,43.26,Dining
2024-07-30,Amazon Prime,3.82,Subscription
2025-02-12,eBay,39.78,Shopping
2024-02-12,Starbucks,33.54,Dining
2024-01-27,Netflix,41.09,Subscription
2024-11-27,Amazon,26.49,Shopping
2024-03-03,Spotify,46.89,Subscription
2024-04-27,Starbucks,43.17,Dining
2024-09-25,Walmart,4.0,Groceries
2024-12-27,McDonald's,29.65,Dining
2024-01-24,Whole Foods,26.59,Groceries
2025-07-02,Pizza Hut,19.29,Dining
2024-03-06,Amazon,27.91,Shopping
2024-12-20,eBay,24.93,Shopping
2025-06-17,Uber,45.8,Transport
2025-06-27,Amazon Prime,44.46,Subscription
2024-09-27,Bus Ticket,10.42,Transport
2024-12-25,Taxi,23.15,Transport
2024-08-30,Pizza Hut,10.26,Dining
2025-06-07,Walmart,2.97,Groceries
2025-05-04,eBay,9.59,Shopping
2025-06-24,Pizza Hut,7.88,Dining
2025-06-09,Amazon Prime,8.78,Subscription
2024-04-18,Costco,15.35,Groceries
2025-06-04,Walmart,27.26,Groceries
2025-05-19,Costco,13.69,Groceries
2024-04-30,Taxi,26.2,Transport
2025-04-06,Bus Ticket,48.88,Transport
2024-08-15,Pizza Hut,1.21,Dining
2025-02-08,Costco,11.11,Groceries
2024-10-18,Starbucks,20.99,Dining
2025-03-16,Costco,5.5,Groceries
2024-04-17,Amazon Prime,2.86,Subscription
2024-05-03,Uber,10.08,Transport
2025-02-02,Netflix,37.84,Subscription
2024-09-21,Uber,34.76,Transport
2024-08-10,Amazon,24.01,Shopping
2025-06-13,Taxi,4.21,Transport
2025-07-23,Bus Ticket,13.88,Transport
2025-04-21,Spotify,11.95,Subscription
2025-04-14,Taxi,9.93,Transport
2024-08-02,Walmart,4.54,Groceries
2024-05-17,Uber,13.72,Transport
2024-10-27,Uber,27.27,Transport
2024-07-01,Starbucks,19.34,Dining
2024-04-05,Pizza Hut,19.15,Dining
2025-07-13,Spotify,34.43,Subscription
2024-06-15,eBay,29.86,Shopping
2024-11-01,Pizza Hut,22.86,Dining
2024-04-05,Bus Ticket,8.08,Transport
2024-04-12,Netflix,24.8,Subscription
2025-05-20,Whole Foods,46.87,Groceries
2024-04-16,Whole Foods,22.81,Groceries
2025-05-20,Amazon,14.77,Shopping
2025-02-26,Amazon,13.16,Shopping
2025-06-02,Taxi,16.97,Transport
2024-12-29,Amazon Prime,5.01,Subscription
2024-08-22,Starbucks,42.96,Dining
2024-08-10,Whole Foods,8.99,Groceries
2025-05-23,Bus Ticket,27.43,Transport
2025-03-10,Local Store,36.83,Shopping
2024-11-06,Taxi,20.94,Transport
2025-02-08,Costco,26.67,Groceries
2025-04-14,Netflix,3.27,Subscription
2025-05-05,Costco,18.53,Groceries
2025-07-22,Taxi,21.55,Transport
2024-04-20,Local Store,8.74,Shopping
2024-02-15,Amazon,29.77,Shopping
2025-03-06,McDonald's,29.48,Dining
2024-08-24,Costco,35.11,Groceries
2025-01-01,Amazon Prime,1.62,Subscription
2024-07-21,Starbucks,18.97,Dining
2025-03-03,Amazon,17.58,Shopping
2024-07-08,Amazon Prime,37.34,Subscription
2024-12-06,eBay,37.12,Shopping
2024-10-07,Starbucks,6.07,Dining
2024-04-10,Amazon Prime,21.52,Subscription
2025-06-14,Walmart,27.89,Groceries
2024-07-06,Starbucks,8.96,Dining
2024-10-12,Costco,22.52,Groceries
2024-04-11,Netflix,43.94,Subscription
2024-07-24,Spotify,7.2,Subscription
2024-05-24,Taxi,27.04,Transport
2025-02-18,Whole Foods,16.14,Groceries
2025-03-02,Amazon,2.03,Shopping
2024-07-03,Pizza Hut,24.4,Dining
2024-11-01,Walmart,28.55,Groceries
2025-07-05,Taxi,7.81,Transport
2024-05-16,Amazon Prime,46.02,Subscription
2024-07-03,Local Store,15.55,Shopping
2024-11-28,Uber,17.15,Transport
2025-03-17,eBay,43.2,Shopping
2024-09-28,Uber,11.75,Transport
2024-04-30,Costco,32.7,Groceries
2025-03-20,Starbucks,47.87,Dining
2024-11-02,McDonald's,13.08,Dining
2025-04-12,eBay,3.49,Shopping
2024-04-15,Amazon Prime,26.76,Subscription
2025-06-18,Pizza Hut,14.99,Dining
2024-05-21,Uber,17.43,Transport
2024-09-01,Uber,30.31,Transport
2024-10-18,Amazon Prime,2.81,Subscription
2024-10-06,Netflix,28.37,Subscription
2025-01-02,Walmart,19.88,Groceries
2025-04-13,Starbucks,5.64,Dining
2025-01-03,Taxi,28.29,Transport
2024-06-20,Walmart,10.81,Groceries
2024-08-21,Taxi,18.65,Transport
2025-03-15,eBay,30.24,Shopping
2025-04-08,Amazon Prime,33.41,Subscription
2024-09-26,Amazon Prime,1.76,Subscription
2024-11-24,Bus Ticket,1.58,Transport
2025-02-17,McDonald's,46.22,Dining
2024-02-15,Amazon Prime,31.24,Subscription
2025-03-07,Starbucks,41.53,Dining
2024-10-17,Taxi,32.33,Transport
2024-04-21,Costco,44.15,Groceries
2024-03-11,Amazon,1.08,Shopping
2024-12-20,Local Store,49.43,Shopping
2024-01-03,McDonald's,49.18,Dining
2024-12-11,Bus Ticket,24.67,Transport
2024-04-17,eBay,23.39,Shopping
2024-08-28,Pizza Hut,11.02,Dining
2025-07-17,Spotify,26.73,Subscription
2024-11-30,Netflix,4.84,Subscription
2025-02-22,McDonald's,3.73,Dining
2025-04-27,Pizza Hut,21.93,Dining
2025-03-27,Uber,5.63,Transport
2024-07-30,Walmart,17.32,Groceries
2025-06-26,McDonald's,21.02,Dining
2025-03-17,Spotify,43.73,Subscription
2025-03-17,McDonald's,8.69,Dining
2024-05-07,Taxi,36.22,Transport
2024-08-01,eBay,24.77,Shopping
2025-01-23,McDonald's,2.98,Dining
2024-12-28,Pizza Hut,42.85,Dining
2024-08-01,Uber,19.72,Transport
2025-04-11,Amazon,23.33,Shopping
2025-05-09,Local Store,16.81,Shopping
2024-04-03,Bus Ticket,26.49,Transport
2024-10-31,Whole Foods,35.64,Groceries
2024-11-26,McDonald's,29.35,Dining
2024-06-22,Uber,1.65,Transport
2024-10-15,eBay,30.13,Shopping
2024-01-30,Amazon Prime,47.46,Subscription
2025-03-21,Bus Ticket,30.7,Transport
2024-01-05,Starbucks,26.18,Dining
2024-09-20,Spotify,24.74,Subscription
2024-01-05,Netflix,19.83,Subscription
2024-01-08,Whole Foods,10.59,Groceries
2024-07-19,Local Store,2.93,Shopping
2024-05-12,Local Store,11.54,Shopping
2024-08-17,McDonald's,19.86,Dining
2024-02-05,Spotify,18.02,Subscription
2024-10-30,Spotify,5.73,Subscription
2024-08-30,Uber,4.39,Transport
2025-02-01,eBay,41.8,Shopping
2024-07-21,Taxi,35.55,Transport
2025-06-05,Amazon,44.76,Shopping
2024-04-03,Netflix,3.11,Subscription
2025-01-12,Spotify,32.96,Subscription
2024-03-06,Pizza Hut,21.16,Dining
2024-11-07,Amazon Prime,32.37,Subscription
2024-10-30,Taxi,34.53,Transport
2025-04-10,Local Store,14.54,Shopping
2024-04-21,Bus Ticket,12.74,Transport
2024-12-17,Walmart,15.34,Groceries
2024-07-01,Uber,10.81,Transport
2024-01-03,Amazon Prime,15.04,Subscription
2024-02-01,Costco,42.68,Groceries
2024-04-20,Costco,25.9,Groceries
2024-12-17,Spotify,37.56,Subscription
2024-03-14,Walmart,6.93,Groceries
2025-02-05,Bus Ticket,9.07,Transport
2024-05-22,Bus Ticket,17.3,Transport
2025-06-15,Local Store,9.76,Shopping
2024-04-07,Netflix,1.35,Subscription
2024-11-23,Pizza Hut,47.32,Dining
2024-04-15,Bus Ticket,22.11,Transport
2024-12-19,Netflix,7.3,Subscription
2025-07-15,Walmart,11.28,Groceries
2025-06-29,Pizza Hut,33.57,Dining
2024-05-27,eBay,22.76,Shopping
2025-02-13,Bus Ticket,28.56,Transport
2024-10-31,Amazon,19.06,Shopping
