Date,Description,Amount,Category
2025-01-14,Whole Foods,163.37,Groceries
2025-06-12,eBay,59.93,Shopping
2025-06-02,eBay,28.34,Shopping
2025-05-01,Uber,32.82,Transport
2025-04-18,Uber,14.85,Transport
2025-05-19,McDonald's,128.27,Dining
2025-02-08,Costco,40.55,Groceries
2025-03-10,Netflix,75.08,Subscription
2025-05-01,eBay,112.5,Shopping
2025-04-11,Local Store,60.54,Shopping
2025-06-08,Spotify,139.56,Subscription
2025-03-01,Amazon,129.53,Shopping
2025-05-08,Bus Ticket,120.91,Transport
2025-02-20,McDonald's,11.69,Dining
2025-03-10,Uber,21.87,Transport
2025-04-10,Taxi,97.16,Transport
2025-02-17,Bus Ticket,149.45,Transport
2025-01-19,Uber,89.11,Transport
2025-02-13,Walmart,35.21,Groceries
2025-05-31,Whole Foods,93.5,Groceries
2025-05-05,Bus Ticket,28.31,Transport
2025-06-06,Amazon,14.74,Shopping
2025-05-06,McDonald's,45.59,Dining
2025-04-28,Bus Ticket,127.53,Transport
2025-05-16,Pizza Hut,120.62,Dining
2025-05-23,Starbucks,111.15,Dining
2025-03-20,Whole Foods,197.75,Groceries
2025-03-04,Starbucks,125.76,Dining
2025-02-02,Pizza Hut,30.49,Dining
2025-06-06,Pizza Hut,191.26,Dining
2025-04-19,Uber,59.42,Transport
2025-04-26,Pizza Hut,67.32,Dining
2025-03-02,Pizza Hut,101.96,Dining
2025-01-09,Amazon Prime,90.32,Subscription
2025-01-22,Amazon Prime,98.78,Subscription
2025-04-27,Netflix,115.99,Subscription
2025-06-16,Bus Ticket,143.34,Transport
2025-05-25,Taxi,42.73,Transport
2025-03-16,Spotify,196.92,Subscription
2025-06-08,McDonald's,166.78,Dining
2025-02-14,Netflix,152.23,Subscription
2025-06-07,McDonald's,97.16,Dining
2025-04-19,McDonald's,68.82,Dining
2025-05-26,Uber,193.66,Transport
2025-03-11,Walmart,24.46,Groceries
2025-06-09,Local Store,130.88,Shopping
2025-01-28,Walmart,109.07,Groceries
2025-01-21,Costco,154.61,Groceries
2025-03-17,Netflix,120.56,Subscription
2025-01-04,Amazon,24.84,Shopping
2025-03-25,Taxi,27.23,Transport
2025-01-04,Local Store,188.79,Shopping
2025-06-06,Whole Foods,77.73,Groceries
2025-05-28,Walmart,197.17,Groceries
2025-01-19,Amazon Prime,182.21,Subscription
2025-01-24,Starbucks,24.72,Dining
2025-02-03,Taxi,10.47,Transport
2025-01-25,Spotify,117.33,Subscription
2025-05-28,McDonald's,92.25,Dining
2025-04-30,Taxi,102.82,Transport
2025-05-28,Costco,13.31,Groceries
2025-04-05,Uber,87.16,Transport
2025-06-05,Starbucks,69.7,Dining
2025-06-19,Amazon Prime,74.4,Subscription
2025-04-03,Netflix,37.57,Subscription
2025-06-24,Uber,187.01,Transport
2025-06-11,Starbucks,119.12,Dining
2025-01-24,Taxi,111.19,Transport
2025-05-18,Whole Foods,103.88,Groceries
2025-05-02,Local Store,89.63,Shopping
2025-01-30,Spotify,76.13,Subscription
2025-06-02,Taxi,64.67,Transport
2025-05-21,eBay,32.91,Shopping
2025-04-20,Taxi,55.46,Transport
2025-04-24,Walmart,26.13,Groceries
2025-04-13,Bus Ticket,85.96,Transport
2025-02-19,Costco,114.1,Groceries
2025-05-24,Walmart,96.47,Groceries
2025-04-28,Whole Foods,191.89,Groceries
2025-06-09,Bus Ticket,124.3,Transport
2025-06-12,Costco,45.03,Groceries
2025-03-20,Taxi,189.55,Transport
2025-03-07,Whole Foods,81.52,Groceries
2025-05-23,Netflix,79.36,Subscription
2025-06-17,Whole Foods,194.52,Groceries
2025-03-29,Starbucks,26.42,Dining
2025-05-28,Local Store,129.36,Shopping
2025-04-20,Netflix,92.33,Subscription
2025-04-06,Uber,144.1,Transport
2025-06-08,Uber,64.84,Transport
2025-01-12,Spotify,99.75,Subscription
2025-01-30,Amazon Prime,87.88,Subscription
2025-03-25,Amazon Prime,169.23,Subscription
2025-04-26,Netflix,59.64,Subscription
2025-06-23,Whole Foods,82.28,Groceries
2025-04-17,Local Store,179.7,Shopping
2025-06-19,Spotify,50.28,Subscription
2025-03-25,Starbucks,22.23,Dining
2025-06-09,Amazon,145.49,Shopping
2025-01-18,Walmart,130.95,Groceries
