Date,Description,Amount,Category
2025-06-10,Pizza Hut,47.42,Dining
2025-04-19,Amazon Prime,44.66,Subscription
2025-04-24,Local Store,85.44,Shopping
2025-01-28,Local Store,90.67,Shopping
2025-06-02,Bus Ticket,80.08,Transport
2025-05-20,Local Store,98.17,Shopping
2025-06-08,Spotify,98.95,Subscription
2025-06-16,Netflix,52.29,Subscription
2025-01-27,Costco,59.78,Groceries
2025-01-01,Netflix,80.89,Subscription
2025-03-29,Amazon Prime,34.71,Subscription
2025-04-05,McDonald's,76.8,Dining
2025-04-27,Costco,64.13,Groceries
2025-02-01,Starbucks,95.63,Dining
2025-03-01,Whole Foods,61.55,Groceries
2025-04-28,eBay,45.28,Shopping
2025-04-15,Amazon Prime,26.61,Subscription
2025-06-26,McDonald's,84.27,Dining
2025-06-10,eBay,64.69,Shopping
2025-02-07,Costco,86.21,Groceries
2025-01-11,Whole Foods,82.73,Groceries
2025-02-07,Taxi,93.32,Transport
2025-02-05,Local Store,47.87,Shopping
2025-02-21,Costco,48.58,Groceries
2025-01-30,Costco,83.19,Groceries
2025-06-18,Whole Foods,72.23,Groceries
2025-03-24,Starbucks,83.3,Dining
2025-02-07,Netflix,12.85,Subscription
2025-06-06,Bus Ticket,86.5,Transport
2025-02-03,McDonald's,23.88,Dining
2025-03-04,Taxi,54.98,Transport
2025-01-25,Whole Foods,85.42,Groceries
2025-03-26,Starbucks,93.54,Dining
2025-02-24,Pizza Hut,20.78,Dining
2025-04-07,Whole Foods,88.57,Groceries
2025-02-26,Local Store,49.68,Shopping
2025-06-05,Starbucks,78.85,Dining
2025-05-12,Amazon Prime,40.9,Subscription
2025-04-16,Local Store,45.04,Shopping
2025-01-16,Amazon,99.69,Shopping
2025-04-13,Amazon,17.68,Shopping
2025-03-04,Pizza Hut,65.73,Dining
2025-04-14,Local Store,60.96,Shopping
2025-06-03,Walmart,11.88,Groceries
2025-02-18,Netflix,49.84,Subscription
2025-05-10,Local Store,10.75,Shopping
2025-01-23,Whole Foods,20.71,Groceries
2025-04-06,Pizza Hut,40.94,Dining
2025-05-18,Spotify,81.27,Subscription
2025-05-16,Amazon,55.53,Shopping
2025-04-02,Walmart,49.94,Groceries
2025-05-24,Bus Ticket,48.12,Transport
2025-05-30,Bus Ticket,87.25,Transport
2025-02-04,Starbucks,94.34,Dining
2025-02-14,McDonald's,86.93,Dining
2025-05-18,Pizza Hut,25.42,Dining
2025-03-25,Pizza Hut,19.71,Dining
2025-03-22,eBay,37.43,Shopping
2025-01-16,Amazon Prime,77.63,Subscription
2025-06-08,Walmart,71.45,Groceries
2025-01-16,Local Store,19.94,Shopping
2025-02-04,Bus Ticket,82.8,Transport
2025-02-27,Uber,64.02,Transport
2025-05-09,eBay,54.03,Shopping
2025-05-16,eBay,41.16,Shopping
2025-04-01,Whole Foods,23.21,Groceries
2025-02-13,Bus Ticket,97.26,Transport
2025-03-30,Walmart,56.3,Groceries
2025-01-10,Amazon Prime,72.76,Subscription
2025-01-24,Pizza Hut,52.97,Dining
2025-04-22,Taxi,77.19,Transport
2025-04-27,Whole Foods,63.19,Groceries
2025-06-01,Taxi,38.24,Transport
2025-06-12,Pizza Hut,39.95,Dining
2025-03-16,Amazon,46.45,Shopping
2025-05-27,Walmart,48.77,Groceries
2025-05-26,Whole Foods,79.67,Groceries
2025-05-26,Uber,37.21,Transport
