Date,Description,Amount,Category
2025-03-21,Taxi,77.03,Transport
2025-04-26,Pizza Hut,49.16,Dining
2025-04-06,Uber,65.91,Transport
2025-02-25,Uber,86.18,Transport
2025-04-18,Amazon Prime,93.02,Subscription
2025-02-27,Amazon,164.33,Shopping
2025-01-19,McDonald's,189.53,Dining
2025-01-28,McDonald's,96.63,Dining
2025-05-18,eBay,198.43,Shopping
2025-02-16,Costco,138.63,Groceries
2025-05-30,McDonald's,15.95,Dining
2025-03-20,Amazon,161.2,Shopping
2025-01-16,Pizza Hut,197.8,Dining
2025-03-09,Walmart,39.93,Groceries
2025-01-06,Bus Ticket,137.15,Transport
2025-01-02,Starbucks,89.96,Dining
2025-02-01,Amazon Prime,36.65,Subscription
2025-03-12,Uber,124.77,Transport
2025-02-16,Bus Ticket,188.7,Transport
2025-01-12,Amazon Prime,83.7,Subscription
2025-01-01,Walmart,138.92,Groceries
2025-05-09,Amazon Prime,59.2,Subscription
2025-04-30,eBay,51.36,Shopping
2025-05-27,Starbucks,75.22,Dining
2025-06-24,Uber,186.23,Transport
2025-05-01,Taxi,38.41,Transport
2025-06-11,Pizza Hut,101.05,Dining
2025-05-30,Netflix,170.07,Subscription
2025-04-25,Whole Foods,115.53,Groceries
2025-06-15,Pizza Hut,67.95,Dining
2025-01-10,McDonald's,132.28,Dining
2025-02-21,Taxi,57.69,Transport
2025-01-14,Pizza Hut,198.8,Dining
2025-03-29,Local Store,34.28,Shopping
2025-03-31,Walmart,127.47,Groceries
2025-05-30,Uber,66.21,Transport
2025-04-24,Walmart,147.19,Groceries
2025-04-10,Netflix,147.62,Subscription
2025-04-24,Spotify,69.73,Subscription
2025-05-01,Taxi,180.56,Transport
2025-03-11,Starbucks,117.51,Dining
2025-03-22,Uber,123.16,Transport
2025-03-26,Pizza Hut,29.37,Dining
2025-03-05,Local Store,130.67,Shopping
2025-03-11,Starbucks,56.59,Dining
2025-01-10,Spotify,105.4,Subscription
2025-06-24,Amazon,67.82,Shopping
2025-06-09,Whole Foods,110.97,Groceries
2025-06-12,McDonald's,91.25,Dining
2025-01-17,eBay,82.31,Shopping
2025-01-28,Pizza Hut,167.05,Dining
2025-02-22,Costco,164.55,Groceries
2025-04-04,Bus Ticket,176.99,Transport
2025-03-31,Costco,113.77,Groceries
2025-06-08,Whole Foods,185.31,Groceries
2025-03-27,Spotify,17.73,Subscription
2025-06-04,Amazon Prime,39.94,Subscription
2025-01-21,eBay,154.21,Shopping
2025-04-17,Amazon,41.3,Shopping
2025-03-01,Costco,32.26,Groceries
2025-04-19,eBay,110.22,Shopping
2025-03-26,Starbucks,67.11,Dining
2025-01-27,Taxi,126.42,Transport
2025-04-07,Amazon Prime,19.31,Subscription
2025-04-18,Local Store,118.72,Shopping
2025-02-26,eBay,133.1,Shopping
2025-03-05,Starbucks,78.44,Dining
2025-04-26,Taxi,19.22,Transport
2025-03-08,Local Store,156.27,Shopping
2025-06-21,Walmart,130.06,Groceries
2025-05-09,Amazon Prime,114.91,Subscription
2025-04-28,Spotify,56.03,Subscription
2025-04-06,Spotify,176.26,Subscription
2025-05-02,eBay,46.43,Shopping
2025-03-05,Pizza Hut,68.9,Dining
2025-05-11,Walmart,199.87,Groceries
2025-06-12,Taxi,59.89,Transport
2025-05-14,Whole Foods,182.88,Groceries
2025-05-10,Bus Ticket,125.03,Transport
2025-02-15,eBay,133.97,Shopping
2025-05-22,Costco,134.48,Groceries
2025-06-20,Amazon,67.32,Shopping
2025-03-02,Costco,48.67,Groceries
2025-02-03,Amazon,69.67,Shopping
2025-05-06,Local Store,92.53,Shopping
2025-04-06,Walmart,78.28,Groceries
2025-01-28,eBay,20.53,Shopping
2025-02-12,Amazon Prime,75.31,Subscription
2025-02-17,Whole Foods,44.31,Groceries
2025-03-06,Netflix,111.77,Subscription
2025-05-02,Pizza Hut,122.97,Dining
2025-03-12,McDonald's,186.95,Dining
2025-04-04,Bus Ticket,73.23,Transport
2025-01-15,McDonald's,51.04,Dining
2025-04-28,eBay,65.81,Shopping
2025-02-05,eBay,196.67,Shopping
2025-03-22,Spotify,178.89,Subscription
2025-05-28,Local Store,192.06,Shopping
2025-06-24,Amazon Prime,51.02,Subscription
2025-02-17,Taxi,95.49,Transport
