Date,Description,Amount,Category
2024-06-27,Costco,56.04,Groceries
2024-02-08,Amazon Prime,29.49,Subscription
2024-09-02,Taxi,132.36,Transport
2025-05-07,Netflix,44.69,Subscription
2024-03-23,eBay,88.72,Shopping
2024-06-09,Whole Foods,70.58,Groceries
2024-10-16,Local Store,26.43,Shopping
2025-04-09,Amazon,108.11,Shopping
2024-01-29,McDonald's,130.8,Dining
2024-07-20,Bus Ticket,68.38,Transport
2025-04-23,Walmart,137.99,Groceries
2024-10-20,Netflix,186.53,Subscription
2024-05-24,McDonald's,97.99,Dining
2024-04-03,Amazon Prime,138.99,Subscription
2025-02-08,Whole Foods,138.78,Groceries
2024-10-30,Amazon Prime,142.61,Subscription
2024-07-31,Walmart,103.05,Groceries
2025-02-17,eBay,122.64,Shopping
2025-04-18,Walmart,58.14,Groceries
2024-04-28,Costco,155.89,Groceries
2024-06-30,Pizza Hut,81.74,Dining
2025-01-06,eBay,71.47,Shopping
2025-01-09,Walmart,29.93,Groceries
2024-05-28,McDonald's,108.09,Dining
2025-07-13,Whole Foods,147.44,Groceries
2024-11-21,Pizza Hut,88.64,Dining
2024-04-13,McDonald's,36.28,Dining
2025-04-01,Walmart,62.98,Groceries
2024-11-07,Starbucks,105.12,Dining
2024-06-14,Netflix,161.17,Subscription
2025-03-27,Amazon,32.0,Shopping
2025-03-15,Local Store,113.21,Shopping
2024-04-15,Uber,27.4,Transport
2024-04-23,Pizza Hut,179.24,Dining
2024-01-07,Amazon,92.03,Shopping
2025-02-09,Amazon Prime,152.1,Subscription
2024-02-21,Taxi,80.64,Transport
2025-03-09,Bus Ticket,41.94,Transport
2024-11-04,Amazon,189.03,Shopping
2024-01-26,eBay,113.24,Shopping
2025-06-18,Amazon Prime,139.23,Subscription
2025-07-01,Amazon Prime,165.94,Subscription
2024-03-06,Netflix,80.08,Subscription
2024-09-16,Amazon Prime,102.15,Subscription
2025-06-09,Taxi,191.86,Transport
2025-05-30,Bus Ticket,141.57,Transport
2024-01-17,Costco,164.83,Groceries
2025-07-19,eBay,166.01,Shopping
2025-05-30,Walmart,147.42,Groceries
