Date,Description,Amount,Category
2025-03-02,Taxi,106.12,Transport
2025-01-05,Whole Foods,188.4,Groceries
2025-02-11,eBay,144.74,Shopping
2025-05-28,Amazon Prime,71.77,Subscription
2025-02-24,Taxi,97.42,Transport
2025-06-03,Amazon,136.99,Shopping
2025-02-26,Netflix,98.34,Subscription
2025-02-10,Uber,44.32,Transport
2025-06-17,Amazon,124.91,Shopping
2025-04-20,Bus Ticket,186.97,Transport
2025-01-24,Amazon Prime,166.66,Subscription
2025-02-03,Costco,83.74,Groceries
2025-03-09,Uber,11.81,Transport
2025-05-03,Amazon Prime,96.48,Subscription
2025-04-27,Starbucks,132.24,Dining
2025-05-10,Amazon,67.86,Shopping
2025-03-24,Amazon,82.29,Shopping
2025-06-04,Amazon,156.28,Shopping
2025-01-14,Local Store,135.12,Shopping
2025-02-12,Starbucks,66.01,Dining
2025-06-23,Costco,97.63,Groceries
2025-01-07,Amazon Prime,89.91,Subscription
2025-06-30,Spotify,99.38,Subscription
2025-04-19,Spotify,82.3,Subscription
2025-03-21,Amazon Prime,79.94,Subscription
2025-05-25,Starbucks,28.93,Dining
2025-02-03,Taxi,191.13,Transport
2025-02-01,Uber,198.33,Transport
2025-06-19,Pizza Hut,104.6,Dining
2025-05-04,Taxi,88.53,Transport
2025-01-03,Whole Foods,31.63,Groceries
2025-06-22,Amazon Prime,36.65,Subscription
2025-03-03,Amazon,190.18,Shopping
2025-05-08,Spotify,135.91,Subscription
2025-05-08,Local Store,52.06,Shopping
2025-04-16,Amazon,136.34,Shopping
2025-04-25,Netflix,49.24,Subscription
2025-02-09,Local Store,63.83,Shopping
2025-01-27,Amazon,162.09,Shopping
2025-01-14,Pizza Hut,26.66,Dining
2025-06-17,eBay,97.01,Shopping
2025-01-21,Local Store,77.9,Shopping
2025-05-15,Amazon Prime,193.23,Subscription
2025-01-14,Bus Ticket,82.41,Transport
2025-05-05,Amazon,198.3,Shopping
2025-04-27,Amazon,84.18,Shopping
2025-04-03,Taxi,118.84,Transport
2025-01-28,Walmart,72.57,Groceries
2025-01-28,McDonald's,157.72,Dining
2025-03-14,Walmart,31.78,Groceries
2025-04-26,Uber,106.77,Transport
2025-06-05,Spotify,172.92,Subscription
2025-01-06,Amazon,56.2,Shopping
2025-05-30,Pizza Hut,88.85,Dining
2025-05-28,Taxi,28.07,Transport
2025-02-11,Walmart,125.96,Groceries
2025-06-06,eBay,65.69,Shopping
2025-05-03,Spotify,108.88,Subscription
2025-04-05,Spotify,28.95,Subscription
2025-04-27,Amazon Prime,151.41,Subscription
2025-06-25,Netflix,24.52,Subscription
2025-01-15,Costco,75.58,Groceries
2025-04-01,Pizza Hut,190.07,Dining
2025-06-23,McDonald's,177.85,Dining
2025-06-14,Whole Foods,47.35,Groceries
2025-03-04,eBay,101.08,Shopping
2025-02-03,Bus Ticket,141.03,Transport
2025-06-24,Costco,153.52,Groceries
2025-02-12,Netflix,92.97,Subscription
2025-02-27,Amazon Prime,119.48,Subscription
2025-05-02,eBay,34.06,Shopping
2025-05-23,Netflix,97.02,Subscription
2025-05-10,Pizza Hut,126.29,Dining
2025-05-02,eBay,34.38,Shopping
2025-05-22,Amazon Prime,193.1,Subscription
2025-03-20,Costco,88.67,Groceries
2025-02-03,Whole Foods,21.34,Groceries
2025-04-18,Taxi,129.49,Transport
2025-02-22,Local Store,61.64,Shopping
2025-05-03,eBay,29.41,Shopping
2025-01-12,Netflix,56.15,Subscription
2025-01-27,McDonald's,21.19,Dining
2025-04-02,Uber,11.6,Transport
2025-02-14,Starbucks,120.95,Dining
2025-06-24,Costco,97.16,Groceries
2025-06-10,McDonald's,28.22,Dining
2025-05-08,Costco,182.35,Groceries
2025-03-03,Amazon,149.02,Shopping
2025-01-20,Local Store,108.93,Shopping
2025-03-28,Taxi,116.33,Transport
2025-06-17,McDonald's,152.82,Dining
2025-04-19,Bus Ticket,190.84,Transport
2025-06-02,Local Store,176.48,Shopping
2025-06-10,Walmart,13.33,Groceries
2025-02-13,Netflix,72.21,Subscription
2025-05-29,Starbucks,15.55,Dining
2025-03-02,Whole Foods,127.1,Groceries
2025-04-10,eBay,54.58,Shopping
2025-01-05,Uber,154.4,Transport
2025-06-15,Netflix,17.79,Subscription
