Date,Description,Amount,Category
2025-04-14,Pizza Hut,28.66,Dining
2025-05-30,Bus Ticket,93.22,Transport
2025-04-20,Costco,62.02,Groceries
2025-03-17,Amazon Prime,77.5,Subscription
2025-06-17,Starbucks,33.19,Dining
2025-01-29,Pizza Hut,84.39,Dining
2025-05-30,Costco,65.24,Groceries
2025-01-19,Spotify,92.98,Subscription
2025-02-12,Costco,91.17,Groceries
2025-03-21,McDonald's,56.99,Dining
2025-02-12,Starbucks,24.57,Dining
2025-01-13,Walmart,18.66,Groceries
2025-01-06,Bus Ticket,82.55,Transport
2025-03-10,Amazon Prime,34.09,Subscription
2025-01-20,Bus Ticket,57.8,Transport
2025-05-07,McDonald's,76.78,Dining
2025-04-02,Bus Ticket,69.02,Transport
2025-06-15,Amazon Prime,13.75,Subscription
2025-03-28,Costco,85.46,Groceries
2025-01-23,Spotify,19.3,Subscription
2025-03-07,Walmart,90.14,Groceries
2025-03-20,Starbucks,26.7,Dining
2025-04-16,Uber,48.12,Transport
2025-06-02,Pizza Hut,78.24,Dining
2025-04-06,Uber,38.17,Transport
2025-03-27,Uber,60.56,Transport
2025-03-05,Bus Ticket,30.16,Transport
2025-06-14,Walmart,68.34,Groceries
2025-06-09,Bus Ticket,83.34,Transport
2025-04-13,Whole Foods,73.97,Groceries
2025-05-29,Whole Foods,55.47,Groceries
2025-04-09,Pizza Hut,16.97,Dining
2025-03-08,McDonald's,52.27,Dining
2025-05-19,Uber,92.08,Transport
2025-02-18,Whole Foods,28.48,Groceries
2025-05-12,Costco,73.48,Groceries
2025-01-10,Spotify,71.63,Subscription
2025-03-26,Netflix,31.0,Subscription
2025-02-18,Amazon Prime,37.49,Subscription
2025-06-12,Netflix,64.39,Subscription
2025-03-05,Local Store,19.36,Shopping
2025-01-28,Whole Foods,49.7,Groceries
2025-02-25,Pizza Hut,57.06,Dining
2025-01-06,Amazon Prime,84.3,Subscription
2025-04-23,Pizza Hut,52.82,Dining
2025-03-27,Bus Ticket,86.76,Transport
2025-05-28,Starbucks,66.62,Dining
2025-03-23,Bus Ticket,57.31,Transport
2025-04-21,Amazon Prime,22.39,Subscription
2025-04-17,Walmart,16.8,Groceries
2025-01-08,Spotify,75.85,Subscription
2025-06-13,Whole Foods,95.66,Groceries
2025-02-16,Amazon Prime,72.79,Subscription
2025-02-04,Taxi,24.86,Transport
2025-03-15,Bus Ticket,70.41,Transport
2025-06-15,Taxi,84.69,Transport
2025-05-18,Taxi,40.09,Transport
2025-03-22,Bus Ticket,92.77,Transport
2025-06-23,Costco,85.5,Groceries
2025-01-30,Uber,43.4,Transport
2025-05-13,McDonald's,13.43,Dining
2025-01-01,Spotify,11.3,Subscription
2025-04-02,Amazon,91.45,Shopping
2025-06-08,Walmart,55.94,Groceries
2025-03-19,Uber,21.71,Transport
2025-05-21,eBay,25.44,Shopping
2025-06-10,Taxi,42.08,Transport
2025-04-22,Local Store,48.82,Shopping
2025-06-09,McDonald's,93.81,Dining
2025-04-11,Bus Ticket,50.25,Transport
2025-02-19,Amazon,45.1,Shopping
2025-03-25,McDonald's,28.78,Dining
2025-04-23,Starbucks,26.96,Dining
2025-06-04,Amazon,53.25,Shopping
2025-06-27,Bus Ticket,53.41,Transport
2025-02-09,Pizza Hut,67.31,Dining
2025-01-23,Uber,95.51,Transport
2025-06-24,Costco,56.7,Groceries
2025-03-07,Netflix,53.83,Subscription
2025-03-12,Pizza Hut,24.28,Dining
2025-04-29,Whole Foods,40.57,Groceries
2025-04-28,Amazon Prime,62.05,Subscription
2025-04-27,Starbucks,10.31,Dining
2025-01-28,Taxi,71.86,Transport
2025-01-07,Pizza Hut,15.11,Dining
2025-05-06,Pizza Hut,99.7,Dining
2025-02-21,Starbucks,39.0,Dining
2025-06-20,Local Store,90.36,Shopping
