Date,Description,Amount,Category
2025-06-30,eBay,69.87,Shopping
2025-05-09,Pizza Hut,69.25,Dining
2025-04-27,Bus Ticket,52.24,Transport
2025-06-22,Amazon,77.8,Shopping
2025-04-09,Spotify,62.0,Subscription
2025-04-07,Uber,51.62,Transport
2025-04-19,Bus Ticket,97.55,Transport
2025-06-20,Walmart,39.47,Groceries
2025-06-10,Pizza Hut,35.46,Dining
2025-01-07,Amazon Prime,10.35,Subscription
2025-06-25,Local Store,50.61,Shopping
2025-02-11,Bus Ticket,10.99,Transport
2025-02-27,Walmart,22.27,Groceries
2025-02-13,Starbucks,86.44,Dining
2025-02-10,Netflix,41.32,Subscription
2025-04-06,McDonald's,48.38,Dining
2025-03-04,Pizza Hut,13.41,Dining
2025-02-03,Netflix,66.43,Subscription
2025-03-17,Costco,45.87,Groceries
2025-02-11,Costco,96.13,Groceries
2025-06-20,Netflix,23.74,Subscription
2025-04-17,Amazon Prime,96.59,Subscription
2025-03-01,Pizza Hut,93.26,Dining
2025-01-05,Uber,58.95,Transport
2025-06-12,Pizza Hut,80.94,Dining
2025-02-19,Walmart,70.94,Groceries
2025-02-28,Spotify,56.6,Subscription
2025-03-18,Costco,81.38,Groceries
2025-05-28,Bus Ticket,64.64,Transport
2025-01-16,Whole Foods,49.4,Groceries
2025-04-29,Local Store,89.26,Shopping
2025-04-17,Spotify,28.31,Subscription
2025-03-14,Starbucks,96.27,Dining
2025-01-19,Walmart,49.25,Groceries
2025-06-07,Spotify,50.97,Subscription
2025-06-21,Netflix,13.73,Subscription
2025-04-28,Bus Ticket,76.54,Transport
2025-06-08,Netflix,81.11,Subscription
2025-03-15,Whole Foods,13.9,Groceries
2025-06-21,Uber,16.2,Transport
2025-02-02,eBay,63.33,Shopping
2025-01-27,Costco,12.47,Groceries
2025-02-01,Uber,34.75,Transport
2025-06-05,Uber,62.91,Transport
2025-06-06,Pizza Hut,72.82,Dining
2025-02-23,Spotify,35.87,Subscription
2025-01-21,Costco,98.33,Groceries
2025-04-03,eBay,51.13,Shopping
2025-05-21,Spotify,55.78,Subscription
2025-05-28,Taxi,61.08,Transport
2025-06-07,eBay,74.74,Shopping
2025-05-31,Local Store,56.53,Shopping
2025-03-17,Spotify,70.76,Subscription
2025-04-15,Costco,34.54,Groceries
2025-06-09,Whole Foods,13.28,Groceries
2025-04-14,Local Store,10.24,Shopping
2025-04-03,Costco,24.65,Groceries
2025-05-10,Bus Ticket,23.83,Transport
2025-06-13,Costco,59.99,Groceries
2025-06-29,Netflix,67.44,Subscription
2025-06-26,Costco,81.81,Groceries
2025-02-12,Netflix,83.69,Subscription
2025-04-27,Walmart,81.21,Groceries
2025-03-06,Whole Foods,62.98,Groceries
2025-04-21,Bus Ticket,65.81,Transport
2025-03-15,Bus Ticket,50.94,Transport
2025-03-19,Taxi,34.73,Transport
2025-04-06,Local Store,17.26,Shopping
2025-03-22,Costco,78.09,Groceries
2025-01-30,Spotify,62.14,Subscription
2025-03-20,eBay,51.49,Shopping
2025-06-21,Pizza Hut,88.66,Dining
2025-04-05,Costco,55.47,Groceries
2025-02-04,Costco,15.06,Groceries
2025-06-21,Walmart,90.86,Groceries
2025-04-03,Uber,61.74,Transport
2025-05-28,Spotify,70.56,Subscription
2025-04-16,Amazon,56.61,Shopping
2025-06-25,McDonald's,56.36,Dining
2025-04-04,Local Store,22.56,Shopping
2025-01-17,Spotify,68.88,Subscription
2025-04-17,Amazon Prime,52.22,Subscription
2025-03-12,Uber,95.04,Transport
2025-06-14,Spotify,47.52,Subscription
2025-01-17,Amazon Prime,70.04,Subscription
2025-06-09,Walmart,80.34,Groceries
2025-04-01,Pizza Hut,82.37,Dining
2025-06-21,Netflix,72.3,Subscription
2025-06-15,Amazon Prime,63.17,Subscription
2025-06-23,Taxi,50.83,Transport
2025-05-25,Amazon,35.25,Shopping
2025-06-22,Spotify,84.18,Subscription
2025-02-01,Spotify,80.61,Subscription
2025-05-02,Taxi,34.87,Transport
2025-04-24,Amazon,21.49,Shopping
2025-01-01,Uber,24.35,Transport
2025-01-23,Whole Foods,77.66,Groceries
2025-06-12,Spotify,12.82,Subscription
2025-06-17,Bus Ticket,21.0,Transport
2025-02-11,Spotify,87.29,Subscription
2025-06-25,Whole Foods,85.68,Groceries
2025-06-01,Local Store,40.27,Shopping
2025-04-23,Taxi,49.88,Transport
2025-02-15,Uber,45.36,Transport
2025-01-13,McDonald's,26.76,Dining
2025-01-30,Local Store,96.59,Shopping
2025-03-03,Walmart,49.39,Groceries
2025-02-21,Pizza Hut,76.54,Dining
2025-03-31,Amazon Prime,83.95,Subscription
2025-01-21,Starbucks,65.4,Dining
2025-05-25,Amazon,90.06,Shopping
2025-05-20,Bus Ticket,15.65,Transport
2025-06-21,Amazon,82.91,Shopping
2025-05-31,Netflix,88.27,Subscription
2025-01-19,McDonald's,66.25,Dining
2025-03-29,Amazon,61.06,Shopping
2025-03-11,McDonald's,42.62,Dining
2025-01-14,Local Store,56.31,Shopping
2025-03-05,Local Store,84.89,Shopping
2025-01-24,Amazon Prime,32.37,Subscription
2025-04-16,Uber,96.98,Transport
2025-02-03,McDonald's,25.86,Dining
2025-04-03,Amazon Prime,28.9,Subscription
2025-05-09,Uber,27.8,Transport
2025-04-10,eBay,81.68,Shopping
2025-02-27,Local Store,27.35,Shopping
2025-04-19,Spotify,85.8,Subscription
2025-06-30,Amazon Prime,55.46,Subscription
2025-02-18,Amazon,13.45,Shopping
2025-04-28,Taxi,56.32,Transport
2025-02-13,eBay,26.09,Shopping
2025-02-06,Amazon Prime,44.39,Subscription
2025-06-29,Costco,37.28,Groceries
2025-01-24,Bus Ticket,76.78,Transport
2025-04-13,eBay,59.02,Shopping
2025-02-17,Pizza Hut,36.47,Dining
2025-02-07,Costco,66.67,Groceries
2025-01-14,Costco,83.35,Groceries
2025-02-11,Local Store,64.07,Shopping
2025-03-08,Starbucks,94.05,Dining
2025-02-19,Netflix,72.62,Subscription
2025-04-29,Spotify,21.41,Subscription
2025-01-30,Amazon,93.51,Shopping
2025-05-03,Amazon,39.75,Shopping
2025-04-15,Starbucks,54.68,Dining
2025-03-08,Netflix,88.26,Subscription
2025-02-11,Walmart,61.62,Groceries
2025-06-15,McDonald's,75.52,Dining
2025-01-17,Netflix,73.35,Subscription
2025-04-13,Uber,95.69,Transport
2025-01-07,Taxi,14.47,Transport
2025-02-11,Local Store,86.48,Shopping
2025-03-23,Taxi,60.38,Transport
2025-03-21,Amazon,83.44,Shopping
2025-03-30,Taxi,53.17,Transport
2025-03-22,eBay,32.08,Shopping
2025-06-26,Walmart,46.68,Groceries
2025-03-24,Netflix,71.5,Subscription
2025-02-20,Pizza Hut,46.24,Dining
2025-04-08,Whole Foods,37.46,Groceries
2025-06-12,McDonald's,82.6,Dining
2025-05-13,Costco,91.16,Groceries
2025-03-28,eBay,77.03,Shopping
2025-02-25,Costco,69.37,Groceries
2025-05-13,Costco,70.61,Groceries
2025-05-18,McDonald's,29.47,Dining
2025-06-12,Spotify,52.16,Subscription
2025-02-03,eBay,77.35,Shopping
2025-01-26,Amazon Prime,39.64,Subscription
2025-03-21,Bus Ticket,50.01,Transport
2025-04-23,Starbucks,82.31,Dining
2025-06-25,Local Store,70.5,Shopping
2025-04-03,McDonald's,66.02,Dining
2025-03-22,Uber,31.13,Transport
2025-04-13,Local Store,17.85,Shopping
2025-06-14,McDonald's,38.51,Dining
2025-04-11,Local Store,48.7,Shopping
2025-06-22,Netflix,41.52,Subscription
2025-02-26,Amazon Prime,77.74,Subscription
2025-06-14,eBay,10.77,Shopping
2025-03-25,Costco,66.48,Groceries
2025-06-15,Local Store,99.71,Shopping
2025-01-30,Costco,34.64,Groceries
2025-01-10,Local Store,12.81,Shopping
2025-05-16,Costco,61.05,Groceries
2025-06-07,Netflix,88.54,Subscription
2025-03-29,Costco,82.04,Groceries
2025-05-11,Taxi,18.77,Transport
2025-02-22,Pizza Hut,47.78,Dining
2025-03-04,Amazon,32.67,Shopping
2025-01-13,Bus Ticket,30.89,Transport
2025-03-05,eBay,54.92,Shopping
2025-01-17,Local Store,20.21,Shopping
2025-06-04,Netflix,68.08,Subscription
2025-06-03,McDonald's,25.7,Dining
2025-03-21,McDonald's,33.2,Dining
2025-05-14,Taxi,89.13,Transport
2025-06-18,Netflix,61.95,Subscription
2025-03-05,eBay,22.58,Shopping
2025-02-25,Whole Foods,16.85,Groceries
2025-03-22,Uber,65.64,Transport
2025-05-23,Taxi,81.36,Transport
2025-06-01,Local Store,80.11,Shopping
2025-04-23,Costco,68.64,Groceries
2025-01-07,Amazon Prime,89.82,Subscription
2025-01-19,Amazon,48.57,Shopping
2025-05-29,Walmart,61.0,Groceries
2025-03-19,Spotify,53.36,Subscription
2025-03-26,Pizza Hut,82.94,Dining
2025-01-31,McDonald's,27.46,Dining
2025-04-27,Netflix,52.31,Subscription
2025-01-08,Bus Ticket,98.12,Transport
2025-02-06,Local Store,38.83,Shopping
2025-04-30,Amazon Prime,32.8,Subscription
2025-01-18,Local Store,10.03,Shopping
2025-04-10,McDonald's,65.06,Dining
2025-05-30,Amazon,27.77,Shopping
2025-04-23,Local Store,32.59,Shopping
2025-02-17,Amazon Prime,85.25,Subscription
2025-03-07,Netflix,77.38,Subscription
2025-03-19,Whole Foods,56.32,Groceries
2025-02-12,Amazon Prime,51.35,Subscription
2025-03-20,Local Store,72.56,Shopping
2025-02-09,Costco,59.21,Groceries
2025-04-27,Whole Foods,33.41,Groceries
2025-03-03,Local Store,15.39,Shopping
2025-02-28,Starbucks,86.86,Dining
2025-04-25,McDonald's,54.81,Dining
2025-01-28,Pizza Hut,41.61,Dining
2025-02-14,Pizza Hut,45.77,Dining
2025-05-28,Netflix,91.66,Subscription
2025-05-03,McDonald's,34.45,Dining
2025-04-12,Amazon,21.04,Shopping
2025-01-12,eBay,99.4,Shopping
2025-05-29,Starbucks,84.32,Dining
2025-03-10,Amazon Prime,94.68,Subscription
2025-02-24,Local Store,74.65,Shopping
2025-04-25,eBay,22.57,Shopping
2025-01-08,Taxi,22.29,Transport
2025-06-12,eBay,67.91,Shopping
2025-01-14,McDonald's,35.48,Dining
2025-06-09,McDonald's,81.51,Dining
2025-06-17,Whole Foods,14.36,Groceries
2025-03-06,Pizza Hut,96.99,Dining
2025-05-14,Amazon,46.16,Shopping
2025-02-10,Amazon,61.26,Shopping
2025-03-12,Netflix,59.61,Subscription
2025-02-19,Pizza Hut,89.65,Dining
2025-02-25,Local Store,14.9,Shopping
2025-02-05,McDonald's,59.43,Dining
2025-01-28,eBay,23.3,Shopping
2025-02-05,Netflix,65.16,Subscription
2025-04-30,eBay,96.83,Shopping
2025-05-01,Taxi,39.16,Transport
2025-03-08,Bus Ticket,56.92,Transport
2025-05-25,Netflix,57.43,Subscription
2025-04-28,eBay,61.18,Shopping
2025-06-12,Costco,83.06,Groceries
2025-03-14,Amazon,76.86,Shopping
2025-04-28,Walmart,24.78,Groceries
2025-06-19,Starbucks,29.81,Dining
2025-05-07,Pizza Hut,12.79,Dining
2025-05-01,Bus Ticket,89.91,Transport
2025-05-03,eBay,83.01,Shopping
2025-06-27,Amazon Prime,78.92,Subscription
2025-01-29,Uber,59.52,Transport
2025-04-09,Amazon,11.59,Shopping
2025-05-08,Walmart,77.3,Groceries
2025-05-24,Amazon,39.18,Shopping
2025-02-06,Walmart,83.64,Groceries
2025-04-06,Whole Foods,18.46,Groceries
2025-01-23,eBay,27.32,Shopping
2025-03-06,Amazon,81.31,Shopping
2025-04-08,Pizza Hut,74.33,Dining
2025-03-08,eBay,24.59,Shopping
2025-06-30,Amazon Prime,36.24,Subscription
2025-04-23,Netflix,56.16,Subscription
2025-02-06,Amazon,83.25,Shopping
2025-05-21,Walmart,16.3,Groceries
2025-06-17,Walmart,19.88,Groceries
2025-02-18,Taxi,94.27,Transport
2025-01-02,McDonald's,86.32,Dining
2025-05-07,Pizza Hut,60.84,Dining
2025-01-07,Costco,46.03,Groceries
2025-04-11,Pizza Hut,13.77,Dining
2025-01-28,Taxi,80.43,Transport
2025-03-13,Taxi,68.59,Transport
2025-02-02,Taxi,53.61,Transport
2025-04-22,Uber,58.32,Transport
2025-01-28,Starbucks,43.76,Dining
2025-05-15,Bus Ticket,73.15,Transport
2025-04-28,McDonald's,31.42,Dining
2025-04-17,Bus Ticket,57.53,Transport
2025-02-18,Amazon,63.74,Shopping
2025-02-05,Amazon Prime,49.86,Subscription
2025-06-12,Starbucks,17.28,Dining
2025-03-03,Spotify,61.51,Subscription
2025-02-27,Amazon Prime,38.0,Subscription
2025-05-03,Amazon,54.83,Shopping
2025-06-10,Uber,79.18,Transport
2025-04-27,Starbucks,72.24,Dining
2025-05-01,McDonald's,85.45,Dining
2025-02-19,Starbucks,12.21,Dining
2025-03-05,eBay,69.12,Shopping
2025-05-18,Netflix,52.54,Subscription
2025-04-20,eBay,85.31,Shopping
2025-05-10,Pizza Hut,39.35,Dining
2025-05-15,Whole Foods,39.34,Groceries
2025-06-24,Amazon,87.18,Shopping
2025-02-09,Taxi,56.59,Transport
2025-04-30,Local Store,51.16,Shopping
2025-02-13,Costco,63.8,Groceries
2025-03-02,Costco,23.35,Groceries
2025-05-25,Spotify,67.69,Subscription
2025-04-18,Costco,71.68,Groceries
2025-01-20,Whole Foods,23.76,Groceries
2025-01-27,Local Store,28.89,Shopping
2025-03-07,Amazon,79.58,Shopping
2025-01-21,Taxi,66.41,Transport
2025-06-02,Whole Foods,89.47,Groceries
2025-04-14,Walmart,55.27,Groceries
2025-04-23,Costco,80.22,Groceries
2025-04-20,Costco,46.14,Groceries
2025-04-04,Amazon Prime,89.75,Subscription
2025-03-14,Pizza Hut,49.66,Dining
2025-02-03,Spotify,51.78,Subscription
2025-01-12,Spotify,20.22,Subscription
2025-03-28,Local Store,52.65,Shopping
2025-01-09,Amazon,46.51,Shopping
2025-03-03,Pizza Hut,21.53,Dining
2025-01-03,Amazon Prime,95.96,Subscription
2025-05-27,Local Store,56.04,Shopping
2025-02-07,eBay,77.37,Shopping
2025-02-02,Uber,42.5,Transport
2025-05-03,Amazon Prime,26.16,Subscription
2025-06-19,Netflix,97.79,Subscription
2025-01-20,Local Store,32.53,Shopping
2025-06-04,McDonald's,87.23,Dining
2025-04-05,Amazon,12.98,Shopping
2025-05-25,Local Store,92.94,Shopping
2025-05-04,Taxi,55.28,Transport
2025-05-05,eBay,59.86,Shopping
2025-06-22,Bus Ticket,80.99,Transport
2025-02-17,Amazon Prime,21.58,Subscription
2025-05-30,Bus Ticket,65.44,Transport
2025-02-28,Netflix,62.71,Subscription
2025-03-09,eBay,21.83,Shopping
2025-03-09,Netflix,32.76,Subscription
2025-04-18,Walmart,45.34,Groceries
2025-01-13,Uber,27.96,Transport
2025-05-27,Local Store,19.77,Shopping
2025-02-23,eBay,85.6,Shopping
2025-01-24,Whole Foods,70.35,Groceries
2025-04-22,Local Store,12.4,Shopping
2025-01-22,Costco,68.55,Groceries
2025-03-05,Uber,18.62,Transport
2025-06-03,Costco,42.79,Groceries
2025-01-14,Bus Ticket,77.45,Transport
2025-02-01,Spotify,46.18,Subscription
2025-02-14,Costco,29.86,Groceries
2025-05-04,Uber,82.76,Transport
2025-05-28,Local Store,31.43,Shopping
2025-02-17,Bus Ticket,46.37,Transport
2025-06-21,Starbucks,31.62,Dining
2025-06-05,Local Store,95.59,Shopping
2025-05-16,Pizza Hut,36.48,Dining
2025-05-27,eBay,76.65,Shopping
2025-02-10,Taxi,69.0,Transport
2025-02-21,Uber,80.77,Transport
2025-04-10,Bus Ticket,68.0,Transport
2025-03-30,Costco,94.35,Groceries
2025-04-28,Local Store,43.95,Shopping
2025-01-07,Spotify,86.12,Subscription
2025-03-19,Spotify,53.8,Subscription
2025-03-30,Netflix,32.36,Subscription
2025-01-16,Bus Ticket,56.21,Transport
2025-04-18,Uber,66.79,Transport
2025-06-02,Walmart,96.68,Groceries
2025-02-16,McDonald's,50.69,Dining
2025-02-03,Amazon,37.66,Shopping
2025-06-20,Taxi,54.85,Transport
2025-04-18,Local Store,53.4,Shopping
2025-05-06,Uber,74.73,Transport
2025-04-20,Netflix,92.59,Subscription
2025-02-28,Starbucks,74.87,Dining
2025-05-24,Pizza Hut,26.63,Dining
2025-04-10,Amazon,95.55,Shopping
2025-05-10,Starbucks,17.53,Dining
2025-04-06,Pizza Hut,58.96,Dining
2025-03-04,Bus Ticket,66.04,Transport
2025-02-09,Walmart,25.74,Groceries
2025-04-17,Netflix,46.01,Subscription
2025-06-26,Amazon Prime,50.05,Subscription
2025-02-22,Taxi,12.68,Transport
2025-03-12,Costco,33.11,Groceries
2025-05-15,Amazon,56.62,Shopping
